stratID,F_small,F_med,F_large,S_small,S_med,S_large,B,Bflux,Y,Y_small,Y_med,Y_large,E,E_small,E_med,E_large,Wmean,Winfmax,propLarge,slope,intercept,r2
0,1.188476452,0.73878097,0.56568545,0.82278032,0.280060372,0.40494231,0.861460341,0.196538324,0.120924911,0.065637371,3.40E-06,0.055284143,4,0,3,1,0.676623699,766.1183569,0.154766349,-0.836217946,-7.899007006,0.801996712
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
