stratID,F_small,F_med,F_large,S_small,S_med,S_large,B,Bflux,Y,Y_small,Y_med,Y_large,E,E_small,E_med,E_large,Wmean,Winfmax,propLarge,slope,intercept,r2
560,0.786171258,0.926293331,1.165373531,0.337507661,0.180981697,0.064279941,0.748591609,0.167639185,0.494281056,0.420204521,0.074076534,5.35E-31,9,0,3,6,0.553836526,35.50784081,4.80E-07,-4.820144449,-16.13808687,0.501347515
561,1.312082423,2.05051227,2.582690292,0.205409386,0.390434283,0.780861184,0.859723808,0.2453381,0.502242933,0.387941488,6.10E-09,0.114301439,8,0,6,2,0.666340764,943.8671124,0.287500821,-0.944849235,-8.051400647,0.678876836
562,2.541394311,1.836139383,0.246490224,0.069875308,0.497725453,0.448804041,0.956849382,0.294324271,0.579324978,0.392878222,0.104727071,0.081719686,9,4,3,2,0.987296551,1004.579811,0.335243676,-0.76938305,-7.863361164,0.786845739
563,1.842515842,1.193154104,2.879162716,0.887753397,0.618402994,0.261896974,0.844382291,0.220300932,0.413635602,0.2406993,0.172936302,3.34E-48,7,1,0,6,0.75608089,124.8313667,3.00E-05,-6.168456782,-19.02170243,0.459044447
564,1.091874992,0.942728128,0.796632101,0.665264669,0.021587673,0.408527516,0.799650451,0.209082444,0.406747768,0.320859342,2.87E-19,0.085888426,9,0,6,3,0.573362043,417.2157287,0.108094981,-1.21889123,-8.477183018,0.567408074
565,2.590938329,0.401000102,2.377675097,0.326471512,0.348608229,0.752499485,1.002002581,0.285394846,0.309237636,0.036717923,0.251468354,0.02105136,9,5,2,2,1.719394477,988.7259233,0.088338147,-0.664621049,-8.086803505,0.83796863
566,0.078104681,2.010251408,1.776444538,0.605900009,0.6843869,0.728638688,0.894599264,0.201615675,0.072203694,0.051123932,2.55E-12,0.021079762,8,1,6,1,0.659729811,464.2739842,0.072153456,-0.816711348,-8.023257502,0.872788728
567,0.704929934,1.986470586,2.814788533,0.19540992,0.190045819,0.730356916,0.844093492,0.231463599,0.368318236,0.277004347,3.33E-39,0.091313889,8,0,6,2,0.584091265,890.9533144,0.238060162,-0.854702019,-7.814900574,0.766341183
568,0.610606394,2.320944308,2.680546777,0.551749303,0.189130876,0.067151821,0.777470845,0.161483607,0.377200178,0.377200178,6.63E-50,3.34E-88,13,1,6,6,0.58243278,22.71653238,0,-14.64931288,-44.17876516,0.694647026
569,2.970970685,0.185180032,2.449682313,0.754734026,0.845590094,0.089884462,1.06985758,0.333496514,0.080595668,6.56E-06,0.08058911,1.00E-72,13,6,1,6,2.495084898,123.2415791,4.29E-06,-8.993572457,-25.757124,0.440674468
570,0.156174193,2.825915564,2.574864155,0.883861551,0.800459743,0.152883344,0.927141374,0.255033646,0.133196551,0.042568958,0.090627594,3.09E-67,7,1,0,6,0.856555358,140.3332724,1.12E-05,-8.384593813,-23.66926456,0.444550006
571,0.585920463,2.002417704,2.771601626,0.369564704,0.836561966,0.984546625,0.950495176,0.274945281,0.203689223,0.137306987,0.048915848,0.017466388,0,0,0,0,0.692923903,1094.904599,0.284421715,-0.711304458,-7.539439102,0.894343812
572,1.654653249,0.201256095,2.876918272,0.128211115,0.113494786,0.686119554,1.010514395,0.293907847,0.189615303,1.44E-20,0.189615301,1.92E-09,15,6,3,6,2.576038267,97.23543482,5.61E-09,-1.685129854,-10.87492338,0.653580864
573,0.758655046,1.798102621,0.49543619,0.460592163,0.247934854,0.013739166,0.747973118,0.15766314,0.449152687,0.449138828,4.10E-25,1.39E-05,12,0,6,6,0.541349637,22.37330091,1.15E-05,-2.225153275,-11.2000498,0.662923834
574,0.66254356,2.409339713,0.361091502,0.619304461,0.161304352,0.156229535,0.823292118,0.219711093,0.30153609,0.230614358,7.37E-63,0.070921732,9,0,6,3,0.561043556,461.6484469,0.144344812,-1.128800449,-8.27972912,0.586369017
575,0.304324439,2.391424936,1.684704112,0.487802784,0.129193657,0.908531085,0.923570421,0.249570619,0.123310582,0.100616904,2.22E-80,0.022693678,8,0,6,2,0.610330888,969.7370213,0.334110119,-0.818890695,-7.780014952,0.803485914
576,2.817530368,0.847377224,1.47834925,0.139756904,0.199138155,0.193311153,0.85802014,0.215395509,0.632637723,0.027824415,0.604813308,2.99E-24,15,6,3,6,1.93780577,92.59681075,2.89E-17,-3.672460599,-15.04892031,0.584297025
577,0.885905414,2.65055539,1.524513834,0.10485149,0.698964948,0.524972638,0.820596296,0.236016256,0.553544217,0.247541224,0.305760867,0.000242125,6,0,0,6,0.727191715,178.1174836,0.000113256,-1.307239337,-8.815737459,0.663809376
578,1.51248823,2.974954386,1.916535499,0.165086825,0.912284407,0.819414649,1.074204822,0.342094637,0.142232065,0.030843407,0.104197498,0.00719116,8,5,0,3,1.685388969,731.3604903,0.052523459,-0.670944342,-8.020311227,0.835525315
579,1.205387575,1.520409346,0.666277104,0.746729723,0.474241668,0.753763885,0.885261642,0.24122063,0.281230935,0.214846088,1.30E-12,0.066384847,8,0,6,2,0.622729767,864.9885869,0.278636456,-0.849484862,-7.824183362,0.768369495
580,1.285812154,2.195715917,1.881333036,0.477550728,0.809565054,0.336746666,0.986926403,0.325650327,0.282936225,0.047182382,0.235753844,1.88E-30,10,4,0,6,1.154609967,237.9473619,9.92E-06,-4.002587534,-14.70688403,0.477921766
581,2.53056108,1.430409886,0.827364143,0.101519475,0.39486099,0.636964922,0.927630665,0.275540486,0.593382066,0.324379943,0.171137238,0.097864885,9,4,3,2,0.988762938,1072.562668,0.260151307,-0.720347603,-7.771019321,0.822939806
582,2.573692847,1.471588113,2.575967868,0.562866213,0.708517525,0.082093775,0.962953805,0.306644587,0.390998858,0.051939659,0.339059199,8.36E-87,11,5,0,6,1.26597108,219.3275891,9.66E-06,-10.67123581,-28.65245765,0.434398427
583,0.311909624,2.862560572,2.698503959,0.01125706,0.872546259,0.722525787,0.948201202,0.296081535,0.2637127,0.081541163,0.180183636,0.001987901,6,0,0,6,0.918849944,307.4254724,0.010256981,-0.817859501,-7.914672458,0.809580133
584,1.882164298,1.226781052,2.116979867,0.863121483,0.027823279,0.566819375,0.789288205,0.173021738,0.422999846,0.395656952,2.14E-43,0.027342894,10,0,6,4,0.63172516,146.3785052,0.025481182,-1.080265001,-8.472474285,0.721703115
585,0.172167477,1.561247023,0.015329342,0.267304867,0.692111104,0.509501215,0.937822141,0.255633263,0.07112175,0.066324521,2.62E-14,0.004797229,8,0,6,2,0.620532202,897.6465838,0.357633177,-0.854395611,-7.855773367,0.767922503
586,1.472590781,1.433417749,1.388393138,0.908972925,0.795275003,0.479892422,0.951187275,0.289126592,0.196239671,0.058644523,0.137595148,8.67E-17,6,0,0,6,0.91835297,182.6735215,4.50E-05,-2.405967024,-11.22632078,0.531931417
587,0.384964985,1.338931798,0.955319091,0.429530337,0.635773347,0.760741828,0.874833617,0.241755401,0.21986626,0.136458547,0.025342325,0.058065389,3,0,2,1,0.580376384,799.4922396,0.211831342,-0.788865388,-7.645441897,0.842786881
588,2.965577472,1.945470958,2.183815747,0.038840193,0.143587382,0.800224606,0.975217861,0.325540877,0.674707538,0.603591914,2.00E-09,0.071115622,13,4,6,3,0.929757928,1096.214634,0.435280419,-1.00765931,-8.369355217,0.654018028
589,0.232244413,0.998792685,2.331442445,0.370284147,0.436431857,0.429809075,0.854668657,0.178850369,0.179019277,0.179019234,4.22E-08,9.17E-24,13,1,6,6,0.663131534,23.13513993,1.23E-10,-3.844402521,-15.22066021,0.650199272
590,1.723414663,1.286216844,0.906151164,0.204294366,0.890615259,0.770415138,1.037712953,0.328614947,0.240882642,0.040355083,0.193300458,0.007227101,8,5,0,3,1.571761759,622.3403934,0.041417218,-0.685975977,-8.014574853,0.832624893
591,0.815344475,2.3319597,1.329445063,0.881459811,0.650893405,0.819721811,0.897424581,0.239431577,0.171799783,0.126320181,5.20E-15,0.045479602,7,0,6,1,0.586526384,989.7260963,0.276679661,-0.785183891,-7.694396811,0.84482323
592,0.583300747,2.755763414,0.269012118,0.69225774,0.429204681,0.056800712,0.831307119,0.220745277,0.255530272,0.196868929,2.48E-34,0.058661343,9,0,6,3,0.554742894,459.3719874,0.15270501,-1.060207544,-8.157077468,0.621923631
593,1.621982792,2.830832762,2.854770381,0.52765245,0.11824361,0.350469175,0.683236931,0.135102079,0.721346075,0.721346075,3.63E-65,8.04E-22,12,0,6,6,0.535243121,23.00631218,0,-5.54408388,-20.66557157,0.721528221
594,2.452840985,2.704574907,0.924987128,0.202103335,0.577225455,0.862742468,0.935085527,0.281790867,0.577115371,0.514134532,0.004859586,0.058121253,12,3,6,3,0.839900383,1011.500072,0.413966907,-1.004781644,-8.319665374,0.65106662
595,2.472431881,1.724241082,1.741816652,0.186990012,0.525410923,0.736224294,0.921079002,0.267936491,0.577593179,0.341603455,0.150983127,0.085006597,5,3,2,0,0.918669256,1221.402674,0.278702885,-0.708407676,-7.710145797,0.84111543
596,0.93081706,0.713972843,2.695417422,0.245807545,0.127317433,0.613855051,0.782364664,0.195414083,0.540331953,0.32108716,0.219042271,0.000202522,9,1,2,6,0.668410106,66.76794246,0.000199819,-1.218019579,-8.729010456,0.734444336
597,1.187155638,0.698678512,0.414278235,0.422871214,0.848692097,0.947810901,1.003010103,0.296240375,0.210221544,0.14892346,0.052857377,0.008440707,2,2,0,0,0.841790346,1458.035429,0.260801778,-0.662380522,-7.500096787,0.917527379
598,0.968269712,1.190663739,0.410857736,0.423943549,0.029409921,0.668637383,0.88494144,0.248031042,0.336081026,0.261912369,4.86E-38,0.074168657,8,0,6,2,0.65105735,805.9485954,0.296872079,-0.967735785,-8.057638195,0.664801318
599,1.857771082,2.271472896,1.586377895,0.087528464,0.181418005,0.950018722,0.960368091,0.297214776,0.50529893,0.480548212,1.13E-37,0.024750718,12,3,6,3,0.813159433,1023.065701,0.455483062,-1.029840992,-8.339473832,0.64828824
600,0.734470576,0.815333444,2.390891751,0.206125769,0.174045805,0.20373322,0.762797844,0.180117919,0.490909242,0.360749087,0.130160155,2.66E-45,9,1,2,6,0.583347847,47.64322394,9.23E-07,-6.148840736,-18.93933648,0.475810156
601,2.890177064,1.624528985,0.258395439,0.79604419,0.147355547,0.903873933,0.940170774,0.257019211,0.226745466,0.214154914,2.00E-48,0.012590553,8,0,6,2,0.685079383,955.4824187,0.382792026,-0.871056616,-7.937813841,0.740208714
602,1.851004608,1.427638612,0.803641641,0.515824934,0.85538169,0.469861198,1.012900837,0.332294515,0.251091476,0.034199322,0.216892154,3.05E-10,11,5,0,6,1.364906556,225.305443,1.72E-05,-1.588377053,-9.812212902,0.590007285
603,1.885350635,2.564525066,0.030945282,3.66E-05,0.686808589,0.053621618,1.037560432,0.310540554,0.418686731,0.341314004,0.057294618,0.020078109,8,4,4,0,1.075734863,1444.51767,0.446045927,-0.668526038,-7.719705536,0.883007497
604,2.113253673,2.184536719,2.217734293,0.219405068,0.500828489,0.927803497,0.949611067,0.283344103,0.506666074,0.480276648,1.22E-11,0.026389426,12,3,6,3,0.823289909,1000.330845,0.443151541,-1.033283474,-8.371427928,0.642336608
605,0.743880425,0.881043704,1.808556876,0.93781458,0.285436127,0.60431263,0.876772737,0.183893182,0.186119856,0.186119838,6.64E-13,1.80E-08,13,1,6,6,0.746801772,26.15354535,3.35E-08,-2.027971068,-11.63674956,0.768160743
606,1.236145305,1.739625173,2.135901404,0.57804616,0.629045545,0.570360422,0.809138318,0.214928569,0.538461932,0.300231475,0.237518218,0.000712239,6,0,0,6,0.70816222,137.3960469,0.000513299,-1.149913564,-8.510402933,0.705469972
607,0.805426542,0.445715908,1.012789245,0.490632865,0.464188968,0.348869061,0.937112636,0.275053831,0.321012202,0.110560028,0.210452174,1.56E-15,8,2,0,6,1.066683228,145.7692395,8.64E-05,-2.260416841,-11.05641459,0.540726323
608,2.326518822,2.632419776,0.884084893,0.282030995,0.772134739,0.027280167,0.953666167,0.300893479,0.475575241,0.071722779,0.403852462,4.97E-46,11,5,0,6,1.368012056,238.9337695,2.05E-06,-5.834227846,-18.69037414,0.454410734
609,0.501482885,2.648608924,0.288786085,0.299739271,0.610004472,0.021007577,0.803945633,0.209646107,0.297132744,0.243206454,3.96E-10,0.05392629,9,0,6,3,0.532741344,366.1470861,0.120766157,-1.153772837,-8.337846079,0.591841732
610,0.502231496,0.547893129,2.46480943,0.509075319,0.551238568,0.036321455,0.908563676,0.25541919,0.298067462,0.126174418,0.171893044,4.56E-107,7,1,0,6,0.892479006,137.1785513,0.000115265,-13.06348431,-33.42495834,0.430760449
611,1.207467385,2.986840577,2.017162055,0.835160575,0.172898283,0.500734415,0.802194479,0.163802809,0.380084341,0.380084341,1.80E-75,4.44E-11,13,1,6,6,0.660343282,25.33138626,3.23E-11,-2.76649155,-13.42734063,0.749874337
612,2.42039481,0.556240502,0.079840891,0.519388248,0.369926658,0.255392408,0.964321458,0.279723012,0.359609097,0.2485007,0.084339345,0.026769052,4,3,1,0,0.873116083,1128.05189,0.303288971,-0.684124662,-7.605648873,0.888225106
613,0.649408347,1.801623904,0.473054814,0.263572061,0.757102943,0.08927797,0.896208925,0.269019186,0.37806087,0.13800456,0.24005631,1.38E-11,6,0,0,6,0.847613579,191.6552727,1.63E-05,-1.974056348,-10.27129715,0.569941036
614,2.811724202,1.707213455,2.373787295,0.0595523,0.540391998,0.976665509,1.023397061,0.305207351,0.53679185,0.454758297,0.059731595,0.022301958,8,4,4,0,1.048498419,1591.957419,0.446494024,-0.668905593,-7.697362408,0.879135836
615,2.792086791,0.741173124,0.107089837,0.363736632,0.950417663,0.632821466,1.103185584,0.330376559,0.118376579,0.064546275,0.04240183,0.011428475,5,5,0,0,1.556292958,1432.849439,0.170283227,-0.611420551,-7.781889163,0.886449012
616,0.886786197,0.556288702,1.7615296,0.078728746,0.350608588,0.826402233,0.941785847,0.275448503,0.331939341,0.199103619,0.093065101,0.039770621,3,2,1,0,0.746874229,1366.570785,0.27715191,-0.696002724,-7.534468159,0.895673021
617,1.041489454,2.195296214,0.344596786,0.03679242,0.892855253,0.634363884,1.074704355,0.345448659,0.131241924,0.021678748,0.104890683,0.004672493,8,5,0,3,1.809630348,517.4823638,0.031555829,-0.685634932,-8.120772686,0.825019692
618,1.368061337,0.646742488,2.95971481,0.266739259,0.115671143,0.644224754,0.837182161,0.233551167,0.517689107,0.218025931,0.267898077,0.0317651,5,0,2,3,0.78146981,482.9724374,0.061845439,-0.784393558,-7.802526409,0.825876285
619,1.917110261,1.186956617,0.308439319,0.557770253,0.077935772,0.952217536,0.944747194,0.267667803,0.367522254,0.35289979,1.20E-31,0.014622464,11,2,6,3,0.765809702,938.3690572,0.421992232,-0.981514435,-8.232755264,0.66172894
620,0.653061284,2.824846518,0.929494585,0.825782462,0.331121113,0.143291851,0.831151755,0.173909526,0.275123045,0.275123045,1.10E-42,6.18E-17,13,1,6,6,0.662105876,24.81220465,3.89E-17,-3.908339507,-16.69673373,0.732611279
621,0.112254507,2.691166503,1.054198857,0.711371917,0.364895812,0.066550993,0.919572856,0.187552474,0.083605016,0.083605016,1.39E-43,3.56E-36,14,2,6,6,0.818439885,24.77027313,0,-7.32319667,-27.08577526,0.698214174
622,1.94340358,2.031720522,1.46579653,0.523241342,0.844646387,0.08547801,1.003073889,0.329545156,0.279264236,0.041754648,0.237509588,3.47E-56,11,5,0,6,1.308290874,235.6763914,9.39E-06,-7.030206976,-21.09215146,0.446638617
623,1.770044769,2.466560453,1.473417989,0.701493696,0.959194154,0.1194709,1.048427349,0.350215891,0.135445308,0.019588602,0.115856706,4.52E-49,11,5,0,6,1.425285324,213.5976016,1.35E-05,-6.179102875,-19.36947945,0.45141176
624,2.493545128,2.367476172,1.453494898,0.082217249,0.213373068,0.123528839,0.635310566,0.143415177,1.096743106,0.40444848,0.692294626,4.47E-11,10,1,3,6,0.636424896,71.07627075,4.98E-12,-3.980407579,-14.58011428,0.542849566
625,1.443452577,1.275340752,0.786559001,0.894161943,0.983794406,0.338642567,1.017800586,0.327298984,0.108747776,0.029693481,0.079054295,1.84E-16,8,2,0,6,1.133640982,194.2161301,7.60E-05,-2.335936176,-11.19775292,0.528780788
626,1.418981037,0.867452652,2.182190272,0.556997931,0.433322728,0.602720612,0.853831431,0.234976537,0.526208694,0.20880055,0.317407086,1.06E-06,7,1,0,6,0.888170287,126.6211196,1.90E-05,-1.274002395,-8.932306127,0.680051726
627,2.891008063,1.903044321,1.955900086,0.078069619,0.760464864,0.054541505,0.994743129,0.299023275,0.396797574,5.63E-20,0.396797574,8.63E-76,12,6,0,6,2.653042872,204.6199533,1.97E-06,-9.313812913,-26.43085851,0.434208704
628,2.781659599,0.752026648,0.206146429,0.252918545,0.049990189,0.033255796,0.890496799,0.262458402,0.558784275,0.295252549,0.181338932,0.082192794,9,4,2,3,0.918972771,706.8067478,0.229515529,-0.916911142,-8.096958906,0.660941323
629,1.993279723,2.238340088,1.355983111,0.327335314,0.411019759,0.774968178,0.88014401,0.25514651,0.545561965,0.435290965,1.59E-07,0.110270841,11,2,6,3,0.737113307,924.8581874,0.321833534,-1.022622712,-8.280242068,0.637377026
630,2.175620943,1.776241119,1.236607893,0.287210769,0.367803826,0.020962092,0.748133727,0.185374924,0.838437623,0.319365441,0.519072182,1.45E-47,8,0,2,6,0.7931491,95.32044557,1.16E-09,-6.879041336,-20.5964238,0.47198245
631,2.682833699,1.871938351,1.32949108,0.695984099,0.549927133,0.636262611,0.847099285,0.234703946,0.536840909,0.34288559,0.090407366,0.103547953,4,0,2,2,0.714390339,717.7019967,0.191553678,-0.874379075,-7.900851337,0.730394547
632,1.158176282,0.444998804,2.617055271,0.358612783,0.624014692,0.696196767,0.980193149,0.299453067,0.295455107,0.057066701,0.238388368,3.80E-08,8,2,0,6,1.388983095,153.8987435,3.78E-05,-1.364780237,-9.390403577,0.630355794
633,2.811681508,2.465458819,1.936288207,0.645773141,0.64484156,0.472914424,0.850641369,0.247364726,0.605119552,0.214404082,0.390715471,2.01E-14,6,0,0,6,0.902594089,198.1440841,3.34E-06,-2.157690889,-10.76168675,0.554490157
634,0.613031883,1.660992669,1.12059376,0.605038125,0.531097408,0.313572233,0.784660234,0.16417471,0.367563596,0.363614434,0.003949051,1.12E-07,13,1,6,6,0.595941542,28.64580891,2.06E-06,-2.105750212,-10.64953648,0.611479706
635,0.936775476,1.938967725,0.780558175,0.610208031,0.953933212,0.889177769,1.018149366,0.324717052,0.139487022,0.055846605,0.072503116,0.011137302,0,0,0,0,0.96868334,953.3625068,0.105924387,-0.682265493,-7.616956747,0.887213418
636,2.19573666,2.948090855,1.79590157,0.490782682,0.591945489,0.358420302,0.780765445,0.208846509,0.742555798,0.348456899,0.394098899,6.04E-14,6,0,0,6,0.78015003,160.9268901,1.25E-06,-2.538312683,-11.46672628,0.541576395
637,2.039947214,0.368032199,2.760376872,0.751950034,0.140481484,0.102052056,0.9074167,0.250094573,0.388968357,0.16371796,0.225250397,4.87E-77,9,2,1,6,1.112959844,95.45675708,1.96E-06,-9.575683497,-26.38206722,0.443602952
638,1.377985541,2.349855786,0.551058568,0.952281824,0.848926194,0.85249994,0.927372609,0.263213315,0.127150472,0.065857016,0.033316041,0.027977414,1,0,1,0,0.620832391,948.236736,0.24308686,-0.732646682,-7.536295732,0.89123156
639,1.425428236,1.098196939,1.739941274,0.414840394,0.853940589,0.643232396,1.019300079,0.334461206,0.22853946,0.029569326,0.198970127,7.01E-09,11,5,0,6,1.390559712,217.1134962,2.56E-05,-1.430478747,-9.495651647,0.611305497
640,0.730667509,0.846672601,1.410269321,0.137511966,0.213909415,0.375769923,0.773825203,0.19055515,0.503957893,0.322818587,0.181139285,2.08E-08,8,1,1,6,0.614079645,61.66752992,2.10E-06,-2.022213386,-10.29433684,0.599222696
641,2.662458911,2.12300299,0.574523732,0.817010669,0.595237158,0.618097299,0.858380939,0.233092388,0.329246084,0.24550815,3.64E-09,0.083737931,8,0,6,2,0.618849149,679.4283999,0.217162671,-0.960333822,-8.013841664,0.676992442
642,2.411111602,2.103107152,2.038395407,0.099435393,0.484798415,0.800463183,0.949814735,0.294755425,0.602053634,0.503962381,0.03016416,0.067927092,11,3,5,3,0.87450513,1077.244636,0.406891061,-0.877368207,-8.052540951,0.722105802
643,2.175110098,1.554971226,0.339564715,0.543135401,0.712694832,0.441484617,0.952748903,0.297250602,0.381755414,0.108264734,0.247449526,0.026041154,3,3,0,0,1.009236557,716.1798765,0.091547508,-0.701221106,-7.727307986,0.861374502
644,0.724713201,1.01801638,1.243246915,0.938773649,0.187145072,0.991593003,0.924049688,0.247243604,0.074507364,0.054367675,5.06E-29,0.020139689,7,0,6,1,0.590317733,976.7437919,0.314085778,-0.791201864,-7.716011479,0.839443678
645,0.557373034,2.642098153,1.601581078,0.837420298,0.053936688,0.916133557,0.924051849,0.248034839,0.107926904,0.086067036,7.07E-115,0.021859868,7,0,6,1,0.603314876,979.039928,0.324356748,-0.801882573,-7.742574948,0.82317436
646,1.957869488,0.865926521,0.985931959,0.200775479,0.237016091,0.685311409,0.897857919,0.263978788,0.514659053,0.236353475,0.201419431,0.076886147,6,3,2,1,0.873789818,889.4272146,0.191102756,-0.729785696,-7.713537256,0.836328072
647,2.11078032,0.328948104,0.8610086,0.637914878,0.503057279,0.610517096,1.00144774,0.300133965,0.255110883,0.031965042,0.223126986,1.89E-05,11,4,1,6,1.802563686,122.7888814,7.42E-05,-1.041537785,-8.975811403,0.716218738
648,2.969811767,0.440284143,0.373362356,0.532406057,0.26345737,0.72045767,0.980223021,0.28245899,0.361640803,0.214188373,0.111281411,0.036171018,4,3,1,0,0.974436966,1419.155037,0.263556346,-0.657573634,-7.599766532,0.897614324
649,2.767458791,2.669184284,1.418684776,0.282901119,0.125547477,0.214033526,0.657949927,0.149691443,0.972121503,0.834666061,1.80E-21,0.137455442,11,0,6,5,0.619356798,283.792121,0.02820701,-2.81963635,-11.61360857,0.40399749
650,2.183644828,1.053927136,1.077947944,0.047147428,0.919388091,0.357099171,1.072913954,0.340705045,0.102160576,9.94E-57,0.102160576,2.05E-18,12,6,0,6,2.431362171,150.5456573,4.46E-06,-2.532539761,-12.26708071,0.514208286
651,1.357982996,1.481621595,2.883207565,0.048429028,0.315245543,0.212574118,0.738573853,0.190076393,0.780650976,0.307442139,0.473208837,1.81E-52,8,0,2,6,0.675533477,84.77505356,1.19E-10,-6.83380744,-20.53809766,0.476451968
652,0.981227703,1.901702459,1.542844398,0.98489626,0.129715233,0.66134309,0.862160578,0.191728489,0.190448098,0.17105914,1.44E-61,0.019388957,10,1,6,3,0.683353016,209.1253052,0.038813862,-0.897271268,-8.203414179,0.832507106
653,0.650868105,2.304649978,2.593454001,0.889811878,0.92535479,0.592480144,1.011186213,0.327587034,0.125789036,0.03311114,0.092677896,1.47E-17,8,2,0,6,1.095814867,202.6284524,3.27E-05,-2.484791864,-11.48056105,0.522444701
654,0.094870538,0.289457333,2.893825959,0.179446455,0.676742182,0.312897112,0.968609035,0.279416395,0.121715296,0.032886213,0.088829083,9.13E-46,8,2,0,6,0.995839746,137.6996983,0.000311454,-5.832305225,-18.42757322,0.456668923
655,1.744227449,1.972075595,2.939913272,0.704085118,0.029223858,0.892262228,0.932026208,0.258098471,0.318244986,0.290551101,2.48E-85,0.027693885,9,1,6,2,0.713922566,978.8286052,0.389692122,-0.916358686,-8.059022016,0.699970124
656,0.282497209,0.155640734,0.886076505,0.85810456,0.453458134,0.230172786,0.990533645,0.294376736,0.114608094,0.038725117,0.075882978,3.40E-21,8,2,0,6,1.090007604,140.865298,0.000401419,-2.910040705,-12.40527776,0.505777328
657,0.477828054,0.802898648,0.629180436,0.974447176,0.232761775,0.498031389,0.872586069,0.2063067,0.129290326,0.098519914,3.58E-14,0.030770412,10,1,6,3,0.657195922,252.1480888,0.059961573,-0.954345902,-8.183115573,0.750453273
658,2.7561203,0.710906354,1.556672181,0.029942904,0.080222767,0.18764054,0.868563998,0.21691188,0.568401837,9.04E-18,0.568401837,1.87E-25,15,6,3,6,2.506227072,91.06794852,0,-3.975739914,-16.13272444,0.596107824
659,1.866247992,0.857411638,2.225754719,0.137173992,0.835878563,0.592269022,1.050485056,0.329588542,0.192140479,3.94E-06,0.192136539,1.54E-14,12,6,0,6,2.443880051,176.8655305,1.07E-05,-2.069851931,-11.28436917,0.53084998
660,1.491353033,0.677012298,0.990932641,0.670239962,0.286511231,0.784872232,0.894476611,0.25288994,0.361119773,0.216208418,0.085685923,0.059225432,2,0,1,1,0.691604798,919.9600348,0.224184758,-0.740708576,-7.598701721,0.861041889
661,1.699051756,2.33118334,2.249750499,0.57120339,0.806653268,0.270817495,0.9882309,0.326713,0.285551146,0.043777511,0.241773635,4.88E-42,10,4,0,6,1.17005949,240.5324393,8.39E-06,-5.374693587,-17.5672562,0.459922976
662,2.236632761,0.708926941,2.013372992,0.039537729,0.497881609,0.783891445,1.01105469,0.280520341,0.387400425,0.084290645,0.25664842,0.04646136,7,5,2,0,1.637598427,1517.525247,0.174493461,-0.626998705,-7.917200092,0.854115573
663,2.190755624,0.546299988,0.562503288,0.036972727,0.702746904,0.245678135,1.001824598,0.294293439,0.297261215,2.10E-43,0.297261212,2.72E-09,13,6,1,6,2.530985772,128.5415431,2.08E-06,-1.474169389,-10.16673254,0.610682239
664,2.564787656,1.485446292,1.512286759,0.074672639,0.765771598,0.640414244,1.000603896,0.300874951,0.368289749,4.69E-12,0.367957886,0.000331863,12,6,0,6,2.598349729,208.2274792,0.001261038,-0.833234035,-8.777966825,0.71740427
665,2.6339987,0.399808663,0.532212083,0.306118333,0.816306085,0.010194217,1.058733537,0.33057336,0.134743827,3.23E-28,0.134743827,3.20E-35,13,6,1,6,2.453442029,141.8490708,7.06E-06,-4.526244644,-16.45078764,0.465928506
666,0.528679859,0.341869033,2.555759779,0.067193007,0.078826858,0.757067145,0.896196466,0.259362689,0.304670479,0.148046306,0.125245957,0.031378216,1,0,1,0,0.710641351,876.9361049,0.11627294,-0.735061437,-7.59742975,0.874825407
667,2.124205805,1.836935024,2.263331678,0.585894554,0.208977172,0.405715725,0.685561928,0.136480646,0.778250884,0.755378222,1.62E-07,0.022872499,11,0,6,5,0.576973037,73.90117663,0.004070514,-1.988521582,-10.20863789,0.526095406
668,1.919679208,2.320903669,0.315459345,0.221038054,0.815774268,0.854532346,1.023890214,0.301293081,0.317917709,0.197959247,0.10095224,0.019006222,4,4,0,0,1.035110481,1615.74671,0.267886242,-0.640443234,-7.57923358,0.90768652
669,1.959717334,0.832701033,0.980680143,0.773063579,0.329359534,0.753850364,0.886374956,0.245311955,0.366169854,0.244396013,0.053921277,0.067852564,3,0,2,1,0.670432042,896.8046241,0.246935052,-0.773266517,-7.666320997,0.830180771
670,2.889787361,0.282386015,2.316817893,0.486754897,0.597186235,0.946482775,1.051260202,0.301477217,0.24133049,0.158166335,0.068444813,0.014719341,5,4,1,0,1.139410085,1788.772558,0.26549073,-0.632110748,-7.610212706,0.903377154
671,1.714203835,0.083269495,0.667799845,0.930704358,0.83737012,0.600292251,1.051574481,0.332679487,0.059096045,0.029153184,0.029942823,3.80E-08,9,3,0,6,1.412125506,161.9233949,0.000373154,-1.329950804,-9.279713468,0.625830306
672,2.773870899,2.674835739,0.743347943,0.847048683,0.185042781,0.960026605,0.9346947,0.254355634,0.234214954,0.214237961,1.21E-75,0.019976993,8,0,6,2,0.67635784,980.8848203,0.371164674,-0.85397916,-7.895249889,0.756617656
673,1.908639957,0.223774873,1.653806536,0.053146373,0.774379519,0.641865116,1.052310312,0.322668698,0.129715739,1.54E-51,0.129715738,8.69E-10,14,6,2,6,2.506887939,120.4800561,1.92E-06,-1.54536041,-10.31475951,0.611954646
