stratID,F_small,F_med,F_large,S_small,S_med,S_large,B,Bflux,Y,Y_small,Y_med,Y_large,E,E_small,E_med,E_large,Wmean,Winfmax,propLarge,slope,intercept,r2
1,1.689277767,1.203481049,2.707057832,0.990372164,0.357034243,0.25530035,0.85964617,0.177811821,0.247318051,0.247318051,1.67E-13,9.04E-43,13,1,6,6,0.753866286,26.78837796,2.22E-16,-6.496195176,-21.65790578,0.624444826
2,0.333806184,1.440938367,2.982597401,0.096107647,0.673146292,0.236323627,0.845968775,0.221021605,0.29395674,0.174873839,0.119082901,2.13E-55,7,1,0,6,0.697402756,117.825918,2.50E-05,-7.030192576,-20.77654023,0.454024086
3,0.673426306,0.401994178,0.890343073,0.831915907,0.466729038,0.65894396,0.924588853,0.263335585,0.225955358,0.092216521,0.123251176,0.010487662,5,1,0,4,0.835811877,320.5663955,0.033642323,-0.778425884,-7.791915008,0.84310042
4,1.973946927,0.740621975,2.280382678,0.004902636,0.049519694,0.89008875,0.996703527,0.303146518,0.502987172,0.351346052,0.090609426,0.061031694,7,4,3,0,0.972980214,1544.273417,0.395592329,-0.688804548,-7.697005504,0.864012417
5,1.326344742,1.086482385,1.656037439,0.66743464,0.698594316,0.832703561,0.916774545,0.256394745,0.313971865,0.212934845,0.056861801,0.044175219,1,0,1,0,0.686842666,1096.68385,0.277803114,-0.72829339,-7.583502331,0.873609077
6,2.661745501,0.500248454,2.504466009,0.525143554,0.924118019,0.896442884,1.086402635,0.330003886,0.116804721,0.072725195,0.033882349,0.010197177,5,5,0,0,1.326337471,1427.14175,0.168875428,-0.631510482,-7.708669466,0.88782265
7,0.702548871,0.15344284,1.611794493,0.072849654,0.547720279,0.154059233,1.036247634,0.316540996,0.146207253,0.032297229,0.113910024,2.60E-42,10,3,1,6,1.858194997,117.7852331,1.51E-05,-5.396257568,-18.03306573,0.462102529
8,2.688084825,0.170058772,0.868870862,0.32967549,0.773747601,0.904556716,1.098300744,0.32066172,0.146059385,0.092510316,0.042200579,0.01134849,5,5,0,0,1.432861623,1673.114079,0.217600099,-0.612210246,-7.714391425,0.894910953
9,1.218843773,0.720529075,1.93961204,0.324777217,0.42214166,0.640200591,0.888080365,0.25411048,0.461113711,0.153445073,0.29803596,0.009632679,6,0,0,6,0.941032744,352.7255899,0.029137316,-0.782710139,-7.909825027,0.827697315
10,2.464292716,1.863078863,0.083398189,0.814189245,0.496802041,0.824492138,0.938977492,0.257108033,0.210618595,0.198228057,4.58E-28,0.012390538,8,0,6,2,0.677675969,931.4230141,0.378698616,-0.875453601,-7.9369082,0.736312058
11,1.956705962,1.132373172,1.802853121,0.014920105,0.297998584,0.618580459,0.88283224,0.246339339,0.625636349,0.13047754,0.435958895,0.059199914,8,4,2,2,1.199935594,687.0322941,0.093024921,-0.732042595,-7.975339989,0.800082326
12,1.351503558,1.379819941,2.299086627,0.209795613,0.383458848,0.65340934,0.824248396,0.233719543,0.570436543,0.290526687,0.193808579,0.086101277,4,0,2,2,0.689038914,619.0679214,0.130494986,-0.830372521,-7.795920464,0.778537999
13,2.823890237,0.638347794,1.692030465,0.293466141,0.201810944,0.801882849,0.973408381,0.274098864,0.472650712,0.320224824,0.106781384,0.045644503,5,3,2,0,0.984751169,1623.735066,0.329876646,-0.663613641,-7.639311147,0.882650737
14,2.549881489,0.315101115,2.225049248,0.977863079,0.037392063,0.526177545,0.871650156,0.192129913,0.271004294,0.231599324,0.03940497,3.43E-14,12,2,4,6,0.805018094,35.15400267,9.57E-07,-2.298279414,-11.32672661,0.627777235
15,0.329727853,0.23232986,1.729342445,0.281387194,0.440193743,0.168357874,0.973066605,0.287833135,0.189029524,0.069332841,0.119696683,7.02E-45,8,2,0,6,1.10367485,140.067846,0.000229119,-5.708961892,-18.23652616,0.456999706
16,1.158165389,0.210676505,1.121689231,0.474189255,0.962687595,0.459354891,1.080374878,0.338986931,0.047342746,1.66E-07,0.047342579,1.82E-16,14,6,2,6,2.507234327,120.1408521,2.76E-06,-2.330511326,-11.93891401,0.539870354
17,0.735129183,0.323321365,1.979956186,0.785925187,0.094101392,0.436514325,0.881893194,0.233165153,0.30802814,0.177525758,0.130502382,2.96E-21,8,2,0,6,0.826427489,79.84706698,4.91E-05,-2.995946752,-12.50516307,0.521410245
18,2.551859824,0.888010992,0.840682528,0.625683951,0.606417676,0.771688301,0.940640773,0.275218207,0.39528637,0.194613495,0.15474261,0.045930264,3,2,1,0,0.88080387,1164.411616,0.211171569,-0.684894923,-7.605438482,0.883545612
19,1.158067413,0.287618057,2.206346006,0.801329954,0.753539108,0.115885663,1.006429592,0.316321702,0.162078834,0.049981738,0.112097096,2.51E-66,8,2,0,6,1.199479256,173.7035629,0.000206401,-8.232536137,-23.49979631,0.44100788
20,0.787517577,0.140367041,1.321210709,0.902674932,0.542874593,0.414125383,1.002998956,0.302345371,0.110156428,0.038730381,0.071426046,1.66E-19,8,2,0,6,1.156654275,147.6070303,0.000403972,-2.705124447,-12.01256158,0.511666723
21,1.279707183,1.864280105,1.728706012,0.83695245,0.307156983,0.748036152,0.856040099,0.225168652,0.264170108,0.196596639,6.57E-34,0.067573469,7,0,6,1,0.574509205,828.5488542,0.202138686,-0.804003677,-7.729187595,0.833784736
22,2.847129864,0.693629977,2.623290644,0.401538305,0.252624576,0.130025023,0.895161763,0.244180448,0.523337506,0.044282089,0.479055417,3.50E-60,13,5,2,6,1.556888406,102.5986222,9.33E-12,-7.713162819,-22.96880579,0.470740359
23,1.766960291,2.554985331,2.238850773,0.450171706,0.429338602,0.003595891,0.68493397,0.142000998,0.781593529,0.69215996,0.089433568,5.70E-119,9,0,3,6,0.563276145,41.93670989,1.02E-08,-15.44012034,-38.24853557,0.439591242
24,0.649641317,0.790898516,2.859936396,0.147691577,0.905536774,0.091604491,1.061958894,0.349292886,0.104077549,0.019676612,0.084400937,9.66E-88,10,4,0,6,1.599846142,185.8859245,4.42E-05,-10.76588568,-28.98130717,0.43310761
25,1.645936426,2.140780214,1.858339788,0.935155923,0.274001219,0.34342487,0.860006542,0.178000515,0.245644039,0.245644039,6.57E-43,1.02E-23,13,1,6,6,0.753082657,26.76640315,0,-5.063039395,-20.32102166,0.716216418
26,0.105320537,0.240047772,2.007392474,0.926598986,0.459455482,0.560925695,0.9517762,0.256588612,0.085076996,0.021503283,0.063573714,5.54E-18,8,2,0,6,0.906807348,107.5234945,0.000395847,-2.564196743,-11.6389233,0.529358689
27,0.263782277,0.923654079,2.105772136,0.963795811,0.420989997,0.946085995,0.920627707,0.245180492,0.047061146,0.025938852,3.58E-16,0.021122293,7,0,6,1,0.574230213,986.0478315,0.298885,-0.78352712,-7.694148423,0.852946297
28,2.636167096,0.863345627,0.030123157,0.707169264,0.03781494,0.072871554,0.94010841,0.265150505,0.370640045,0.355167152,1.21E-21,0.015472893,11,2,6,3,0.767237539,897.9744123,0.414959329,-1.036522568,-8.329844066,0.625407481
29,2.142314177,0.616721805,2.441972387,0.682326452,0.161256126,0.368322816,0.841124989,0.220136607,0.547951094,0.24257492,0.305376174,2.84E-25,9,1,2,6,0.93614363,89.52783992,1.90E-07,-3.50769275,-13.7039668,0.515778514
30,1.883992866,2.561014348,1.75532711,0.296250428,0.449190169,0.899489611,0.942934762,0.2744845,0.447904451,0.42193048,4.04E-23,0.025973971,12,3,6,3,0.791486612,978.2641812,0.429616041,-1.015668937,-8.31683566,0.648459834
31,1.372165287,1.203149999,2.914489261,0.532707432,0.773916014,0.752196712,0.945294068,0.292915085,0.355642131,0.096474503,0.251513452,0.007654175,4,0,0,4,0.992599197,546.1951215,0.037232928,-0.745433021,-7.814891509,0.835102995
32,0.855569557,0.627245378,1.02057266,0.214631928,0.226999077,0.539983469,0.852695497,0.238732206,0.449801584,0.194135539,0.233691802,0.021974244,5,0,1,4,0.78455015,225.6138422,0.029159958,-0.907186377,-8.027975756,0.756335446
33,1.296565025,0.086378713,2.405172255,0.304988186,0.870171579,0.980234486,1.076873233,0.333698698,0.089823512,0.061304004,0.019583382,0.008936126,4,4,0,0,1.210085236,1323.505335,0.15220896,-0.645158963,-7.678963493,0.889996587
34,2.997815498,2.529911425,1.630308691,0.449921243,0.723346455,0.894823885,0.963094131,0.277762497,0.464640313,0.394093055,0.049342094,0.021205164,6,3,1,2,0.888310247,1055.807925,0.388871266,-0.743984311,-7.790593113,0.827506719
35,1.995953689,0.615204119,1.398445111,0.587578033,0.474584213,0.800191059,0.946675364,0.270208356,0.350192566,0.220676001,0.092512705,0.03700386,3,2,1,0,0.802460126,1339.674211,0.2702658,-0.687030198,-7.559856591,0.894000401
36,0.835459457,2.468017367,0.935914682,0.731362941,0.721000527,0.100004421,0.862448655,0.24399457,0.349405662,0.174139008,0.175266654,3.11E-29,6,0,0,6,0.734232422,164.9346612,9.19E-06,-4.014626175,-14.46871193,0.487252884
37,0.758300819,0.29370626,2.704806424,0.18668928,0.148328724,0.246197107,0.936608088,0.269028243,0.307448358,0.11181968,0.195628678,1.15E-47,9,2,1,6,1.156479022,102.4878687,5.87E-06,-6.088554407,-19.13388695,0.461159746
38,0.35026613,2.359389037,0.155365863,0.695908054,0.504443686,0.892863604,0.936411777,0.254059027,0.098949501,0.090332898,4.38E-34,0.008616603,8,0,6,2,0.625958889,927.6733242,0.35597028,-0.840100844,-7.833696063,0.780967953
39,0.034677543,2.610963566,2.374028913,0.473163594,0.557322964,0.11240977,0.949769508,0.195155485,0.030390619,0.030390619,1.32E-30,1.29E-63,14,2,6,6,0.865220854,24.9927453,0,-10.14796371,-32.09014664,0.680932145
40,2.196588045,0.680678958,0.917665666,0.451275865,0.652816036,0.105012996,0.98456381,0.300712588,0.34022828,0.021756172,0.318472108,3.59E-28,11,5,0,6,1.679973319,158.343591,9.39E-06,-3.716278488,-14.45193123,0.482516824
41,2.046600786,0.488883359,2.784220677,0.46584042,0.322294153,0.327960252,0.941893448,0.269737328,0.392134381,0.049338392,0.342795989,6.73E-33,12,4,2,6,1.556092253,109.1806359,4.56E-08,-4.37651749,-15.87827988,0.492346372
42,1.59173889,0.294694352,2.099010579,0.817397572,0.690084626,0.395586354,0.994722934,0.308218447,0.19819689,0.061797418,0.136399472,3.66E-29,8,2,0,6,1.205243474,165.601929,0.000169135,-3.848012672,-14.40927803,0.478946065
43,1.905254096,2.016993786,2.134089998,0.221873007,0.948349649,0.203489508,1.072524383,0.342395241,0.117821392,6.47E-09,0.117821385,1.24E-44,12,6,0,6,2.419021662,167.0967341,3.63E-06,-5.631693716,-18.67416117,0.453483025
44,0.725982137,2.542770996,1.826009503,0.532717535,0.943363152,0.348552562,1.031452618,0.342566883,0.140370124,0.031614242,0.108755882,1.52E-31,9,3,0,6,1.245068379,214.7121993,1.91E-05,-4.121306209,-14.98296466,0.474143978
45,1.84048534,2.644603442,0.652421274,0.793142521,0.986978844,0.817749292,1.019780672,0.325247579,0.147715634,0.059099589,0.077060978,0.011555068,3,3,0,0,0.977053866,1007.073753,0.117537293,-0.677049465,-7.616307358,0.889749834
46,2.902627193,0.231197772,1.435650417,0.037406099,0.952608442,0.23861631,1.079325527,0.338379057,0.05067999,9.71E-115,0.05067999,3.99E-31,14,6,2,6,2.507921519,119.4334436,1.13E-06,-4.075883759,-15.57509035,0.484654094
47,2.326412342,2.470991226,2.748175611,0.193510633,0.623139218,0.976344639,0.954177737,0.288051846,0.541037019,0.513890938,0.000368538,0.026777543,12,3,6,3,0.846676161,1011.160436,0.449253039,-1.013969036,-8.349316231,0.653535169
48,0.677519585,0.527853823,1.8886648,0.435298716,0.817880626,0.623271636,1.020361429,0.330260064,0.169369031,0.040705651,0.12866338,2.16E-14,8,2,0,6,1.278703824,195.3570184,0.000102081,-2.091067765,-10.78761484,0.541476417
49,0.765204416,1.484256018,2.212439331,0.479236671,0.916612683,0.914814693,1.006846397,0.307369062,0.142104789,0.087748719,0.044043457,0.010312614,1,1,0,0,0.831079582,1299.2559,0.198299122,-0.673094985,-7.496963082,0.909709897
50,0.229550499,1.648980332,0.632050317,0.543734894,0.234818852,0.02785349,0.861845764,0.180210329,0.171733559,0.171733559,2.84E-36,1.76E-23,13,1,6,6,0.677691291,23.48174291,0,-4.938651895,-19.97369315,0.714295636
51,1.687304441,2.335864039,1.759865331,0.593874099,0.034092291,0.37094683,0.70013296,0.144161058,0.691019416,0.672164158,9.24E-86,0.018855258,11,0,6,5,0.555742927,65.91826171,0.004452945,-1.992098177,-10.18344278,0.522207473
52,2.500653234,0.813036048,1.593929594,0.219577166,0.059012608,0.150502196,0.799230351,0.210911816,0.669441031,0.136677989,0.532763042,2.98E-34,10,2,2,6,1.052266021,89.76932928,0,-4.873262259,-17.02376476,0.545051813
53,0.203369831,0.720960357,0.80245889,0.109996652,0.702062674,0.113509167,0.904601454,0.246715483,0.215127326,0.09246565,0.122661676,1.90E-23,7,1,0,6,0.82456439,127.1600464,0.000101335,-3.253556001,-12.98382972,0.503641283
54,1.163330869,1.772990895,2.179400021,0.092476174,0.52720488,0.138032502,0.799363844,0.219879321,0.663185485,0.257438145,0.40574734,1.46E-58,6,0,0,6,0.765017314,134.337645,2.72E-06,-7.394494429,-21.60000849,0.452264886
55,1.882627085,1.084612913,0.922550927,0.339931658,0.253910702,0.822482115,0.921780829,0.2663045,0.467008133,0.39785841,0.012648049,0.056501673,10,2,5,3,0.771149256,972.6927331,0.384127565,-0.93415821,-8.118383715,0.685287645
56,1.891209506,1.861036249,0.813262303,0.891625213,0.310152519,0.380298292,0.856755823,0.178370828,0.252442093,0.250010737,6.27E-33,0.002431356,13,1,6,6,0.748397722,38.70718318,0.002695674,-1.292804565,-9.185607022,0.718787943
57,1.982459252,0.878996482,0.202865046,0.019486266,0.00399662,0.361104748,0.936005148,0.308788188,0.576638821,0.460613425,0.024973731,0.091051665,12,4,5,3,0.82637574,898.6618848,0.371680204,-1.14141733,-8.527365443,0.594510564
58,2.225532486,0.32007341,1.943262929,0.824360747,0.28816305,0.61465212,0.944274547,0.26982963,0.298954551,0.121024037,0.177930515,1.08E-10,8,2,0,6,1.136488912,125.7827739,9.36E-05,-1.684926201,-9.927423225,0.592680714
59,2.159825238,0.424122092,1.400431835,0.049923749,0.81825435,0.100559975,1.057998051,0.330474741,0.139220887,1.41E-55,0.139220887,7.14E-44,13,6,1,6,2.450584395,144.1464114,7.52E-06,-5.547052465,-18.54674656,0.455861854
60,2.061427559,2.077887086,1.247160939,0.288222413,0.760725751,0.643361647,0.958501278,0.30096352,0.442572447,0.071119715,0.367638353,0.00381438,11,5,0,6,1.297341796,383.1302525,0.016317298,-0.759471701,-8.063732733,0.807295427
61,2.496147108,0.688847121,2.04329857,0.902880234,0.292814273,0.142155335,0.855220881,0.175439822,0.26951083,0.26895664,0.00055419,1.89E-48,13,1,6,6,0.767173237,28.18196245,3.16E-06,-6.473020019,-20.11519591,0.486837725
62,1.001760376,2.848996882,0.867923856,0.507197509,0.558266596,0.209046523,0.740862377,0.167957797,0.507727572,0.474512374,1.07E-07,0.033215091,11,0,6,5,0.540401205,116.0186278,0.018589832,-1.685650313,-9.469326842,0.51811462
63,2.465855306,0.011299079,2.473851783,0.954426763,0.104828874,0.1594352,1.061178932,0.333261594,0.041785418,0.032188962,0.009596456,3.72E-59,9,3,0,6,1.533601344,139.9470576,0.000291798,-7.375990124,-21.9177659,0.444432497
64,0.302479202,2.264043249,2.881632611,0.456397279,0.914192344,0.622114016,1.015239216,0.327365214,0.125819383,0.034018381,0.091801003,3.27E-18,8,2,0,6,1.136054069,200.8900037,3.21E-05,-2.561356141,-11.66518693,0.51791759
65,1.945471099,2.729092142,1.833724712,0.999808277,0.229998936,0.172432216,0.857873673,0.176805091,0.256030107,0.256030107,1.27E-59,3.03E-40,13,1,6,6,0.758576129,26.9076127,0,-8.220536408,-29.49269832,0.698607341
66,1.929009418,2.159711027,0.325145329,0.654965481,0.600671739,0.705002645,0.8982806,0.251688298,0.377712926,0.309188461,2.76E-09,0.068524462,9,0,6,3,0.698634154,835.5022934,0.326756759,-0.990153295,-8.149339316,0.648636384
67,2.430858587,0.97492591,1.878927041,0.517893138,0.31670284,0.355204204,0.83334589,0.2215163,0.642859334,0.194109113,0.448750221,7.67E-18,7,0,1,6,1.008701763,106.3946752,9.28E-08,-2.642514747,-11.9495401,0.551225907
68,1.293076241,2.923113638,1.245990719,0.37131777,0.058291435,0.987695532,0.935181035,0.265167617,0.339217431,0.314588893,1.03E-109,0.024628538,10,2,6,2,0.728822343,949.381258,0.406568425,-0.962714396,-8.16701643,0.673158655
69,1.72240674,2.091587627,2.501060507,0.895839626,0.000560211,0.990049621,0.923590695,0.247044104,0.114013224,0.090996694,8.50E-143,0.02301653,7,0,6,1,0.603026729,999.4409769,0.32009557,-0.794512591,-7.729454765,0.831091696
70,2.344251052,1.886399627,1.588513002,0.324359322,0.974401252,0.747903634,1.072799909,0.342443818,0.116198143,8.79E-08,0.116192241,5.81E-06,12,6,0,6,2.418808737,166.9737888,2.97E-05,-1.045718959,-9.153213861,0.671724337
71,0.333753217,2.831681884,0.418529808,0.345261391,0.032529635,0.72519109,0.893825534,0.245464158,0.175081249,0.124459694,8.02E-130,0.050621555,8,0,6,2,0.590572948,842.234836,0.282236824,-0.844769348,-7.790168323,0.78113626
72,2.980818004,2.023987885,1.05871364,0.583435682,0.709619834,0.316598576,0.951086892,0.30194306,0.437949605,0.064717017,0.373232588,5.66E-16,11,5,0,6,1.247810624,230.9116843,4.76E-06,-2.286824048,-11.22938549,0.5343443
73,2.46610457,1.803949248,2.091990713,0.70255466,0.513445127,0.396455186,0.796959752,0.205986614,0.680470555,0.341572131,0.338898424,1.49E-20,6,0,0,6,0.799998197,130.6949895,4.09E-06,-3.021790591,-12.51817425,0.518939016
74,0.372927056,0.121136474,2.250636925,0.072665655,0.141595575,0.652298598,1.001898415,0.301470442,0.150402804,0.061753064,0.088649739,5.72E-10,9,3,0,6,1.289090836,117.2288402,9.67E-05,-1.590355379,-9.817276305,0.60465911
75,1.113412559,1.596600542,2.177680413,0.483313638,0.509179759,0.639161763,0.816325051,0.222082459,0.484494045,0.294604971,0.122602549,0.067286525,3,0,1,2,0.62723086,506.321728,0.105221389,-0.849017506,-7.794574335,0.783091316
76,2.943492469,0.628014985,2.244363541,0.521984237,0.187463192,0.150700834,0.884414799,0.243476576,0.513372294,0.073316678,0.440055616,1.99E-50,11,3,2,6,1.346683112,101.472844,4.02E-12,-6.564003853,-20.45916494,0.482247035
77,0.475947915,2.894292221,2.319076874,0.018911075,0.927175916,0.760582508,1.045045762,0.346427328,0.146765386,0.033026169,0.113737605,1.61E-06,9,3,0,6,1.398853177,212.0860261,1.92E-05,-1.147588762,-8.895613296,0.667793393
78,0.577163765,1.272685956,1.890311599,0.841122674,0.146368583,0.230883955,0.837818825,0.175759271,0.255248049,0.255248049,2.93E-33,3.45E-33,13,1,6,6,0.666479629,24.75688004,0,-6.911111702,-25.48151225,0.707876159
79,0.276409435,0.675464298,2.495566987,0.225456596,0.129875461,0.503498812,0.8326993,0.174701462,0.212616889,0.212616889,1.97E-11,6.07E-15,13,1,6,6,0.627654518,22.50331076,1.35E-13,-3.030943391,-14.03017297,0.754333135
80,0.646264972,1.50784888,2.267687192,0.065826659,0.3036828,0.051007021,0.710407498,0.159795351,0.432983673,0.432914733,6.89E-05,3.21E-78,12,0,6,6,0.457753903,19.72698276,3.44E-10,-10.60169451,-28.52613451,0.475547002
81,0.979999285,0.767670217,2.350267322,0.02363351,0.996813184,0.123320157,1.073674534,0.339976468,0.092397399,2.42E-13,0.092397399,1.35E-63,13,6,1,6,2.442478587,142.75778,4.47E-06,-7.893141707,-23.40927936,0.44263205
82,1.465813659,2.498431712,1.529874019,0.793786317,0.480445769,0.526218059,0.772344029,0.185908313,0.466759822,0.406272626,3.62E-14,0.060487196,10,0,6,4,0.57545151,254.2078049,0.050822781,-1.213413325,-8.556658334,0.616495152
83,0.947857381,0.990951461,0.794762155,0.684037169,0.651568957,0.927620991,0.934403218,0.257906957,0.219218926,0.188372384,0.011425629,0.019420914,6,0,4,2,0.670675461,967.5065251,0.35902176,-0.820305535,-7.805208794,0.789823622
84,2.336495214,0.241527689,1.255832374,0.711113889,0.853362662,0.112229217,1.065044551,0.340083404,0.097513978,0.004168417,0.093345561,2.64E-40,12,6,0,6,2.011513209,146.2832657,2.44E-05,-5.130079218,-17.50684803,0.460352181
85,0.06794145,2.688903515,0.962334328,0.58310832,0.6868741,0.476913839,0.933947177,0.190631948,0.056672436,0.056672435,1.73E-17,5.07E-10,14,2,6,6,0.841737551,24.76555508,8.53E-10,-2.339871541,-12.61147194,0.760090388
86,2.26425154,2.575381754,2.815346479,0.28776901,0.597853893,0.559023988,0.819655666,0.232506719,0.737882379,0.186280389,0.55160199,1.20E-10,7,1,0,6,0.952214136,171.8788194,7.92E-07,-1.731651482,-9.962269103,0.601469016
87,1.663877608,0.081618968,2.269012873,0.94385668,0.893652438,0.147693577,1.060709943,0.336513002,0.043108828,0.026977734,0.016131093,3.34E-60,9,3,0,6,1.475070586,159.205978,0.000353786,-7.493162615,-22.11005257,0.44308584
88,1.307782021,2.680597674,2.978400883,0.93739585,0.252885849,0.931368632,0.922453456,0.246395036,0.10272782,0.079580307,1.68E-67,0.023147513,7,0,6,1,0.596686977,1001.528182,0.315228444,-0.79206637,-7.721166655,0.835355657
89,1.442926241,0.264881227,0.778654846,0.33796024,0.346087774,0.116080943,1.001780349,0.292987436,0.238317157,0.021860913,0.216456244,5.50E-22,12,4,2,6,2.107073227,106.0739173,4.58E-08,-3.060509774,-13.40693021,0.530693982
90,2.673746448,1.927854226,0.946825756,0.559940202,0.406642771,0.389492481,0.791101623,0.213461374,0.7007601,0.365758499,0.237316729,0.097684872,6,0,2,4,0.750604466,397.9861858,0.070387447,-1.251915462,-8.648162158,0.564550516
91,0.083140275,0.651316512,2.782853536,0.968384117,0.714504588,0.635769129,0.932955225,0.236302278,0.072804899,0.02244681,0.050358088,9.39E-10,8,2,0,6,0.861418908,99.12450758,0.000143569,-1.603963003,-9.660612926,0.622099522
92,0.731823341,2.42826795,1.652772802,0.40088584,0.378635766,0.265961228,0.746185263,0.157928574,0.444608167,0.444608167,3.54E-21,4.12E-18,12,0,6,6,0.535137308,22.11928301,0,-4.574062454,-18.06373577,0.726367582
93,1.188201,1.283618234,1.600657241,0.884986612,0.927224376,0.281316258,1.027985705,0.33796436,0.119715464,0.03161375,0.088101714,1.42E-34,8,2,0,6,1.194380909,203.3695399,6.08E-05,-4.476662079,-15.68306633,0.468427291
94,1.307932482,0.456145509,0.290251397,0.09054652,0.501774078,0.113459527,0.986035864,0.285857367,0.317529564,0.014811716,0.3018423,0.000875548,13,5,2,6,2.131975452,156.6594233,0.003247336,-0.834736351,-8.714610204,0.773576112
95,2.72356174,1.885981522,1.331696115,0.890287359,0.507867964,0.768315298,0.868037575,0.23153081,0.329608493,0.252247058,4.60E-13,0.077361435,7,0,6,1,0.620292808,876.1463927,0.24298287,-0.81915472,-7.776153224,0.799582071
96,0.489375577,1.681033863,2.857156291,0.631818252,0.972794385,0.745229657,1.02212398,0.333311785,0.12535616,0.034330945,0.091024383,8.32E-07,8,2,0,6,1.168000189,203.4656436,4.97E-05,-1.1954088,-8.846724345,0.662739017
97,2.990321424,0.065759185,1.378321816,0.69821045,0.889367344,0.438180899,1.080710385,0.336396641,0.034076529,4.14E-27,0.034076529,8.38E-21,14,6,2,6,2.554631472,111.3746614,6.54E-07,-2.87490018,-13.13348726,0.525625254
98,1.221155098,0.064890392,0.36472255,0.210434992,0.36859273,0.070718225,1.066179446,0.32577395,0.060122114,1.35E-16,0.060122114,8.92E-15,14,6,2,6,2.593243587,104.0236916,8.05E-08,-2.190156489,-11.78609076,0.580408713
99,2.871691526,0.783788755,1.341762609,0.590149041,0.560878448,0.190366937,0.93206063,0.27117337,0.459112043,0.043313552,0.415798491,2.88E-28,12,5,1,6,1.479112356,130.8584138,1.32E-06,-3.769850284,-14.51705892,0.491070775
100,1.65013518,0.765485219,1.365166366,0.50330408,0.635940143,0.685387636,0.955659569,0.296053287,0.364299523,0.062811868,0.300956021,0.000531634,8,2,0,6,1.2178355,202.3831788,0.002254679,-0.871729086,-8.259813849,0.770353736
101,0.44601998,2.046316874,2.575880984,0.774044769,0.560432348,0.5028833,0.829757379,0.173908895,0.257697044,0.257697044,1.10E-13,9.32E-15,13,1,6,6,0.64343405,23.86352391,1.37E-14,-3.174922964,-14.69585523,0.745434034
102,0.305247372,2.64384186,1.496436354,0.705338316,0.649678535,0.917791683,0.923632854,0.248572695,0.106561513,0.084778846,3.18E-21,0.021782667,7,0,6,1,0.603415822,970.430305,0.327085367,-0.807472077,-7.754110768,0.81754603
103,1.682145153,2.905065115,1.826883236,0.811893496,0.477992602,0.413635796,0.790215668,0.158166667,0.436201517,0.436201516,4.84E-20,9.91E-11,13,1,6,6,0.672240012,25.7539569,4.80E-11,-2.818390689,-13.46248583,0.744545205
104,2.104335689,2.883405009,1.815678532,0.865937025,0.680465144,0.515904197,0.798333553,0.189104118,0.435550471,0.359846469,0.075641763,6.22E-05,9,0,3,6,0.66839341,104.3335059,3.75E-05,-1.454696015,-9.169448534,0.647651594
105,2.462944494,1.626791937,1.684099577,0.212451163,0.772164847,0.108268249,0.987652873,0.305471501,0.402843856,0.03500616,0.367837696,2.77E-51,11,5,0,6,1.827405025,212.4057851,4.52E-06,-6.435564753,-20.13260545,0.448261661
106,2.182554431,0.151034124,1.776577228,0.891939639,0.059054924,0.961449113,0.95409592,0.270538719,0.115722935,0.074499389,0.026243775,0.014979771,0,0,0,0,0.648813257,1205.512898,0.256714935,-0.70236412,-7.470274359,0.915296566
107,2.360065671,2.421063085,2.297174599,0.330777189,0.576148984,0.540021678,0.827060949,0.235216063,0.722929188,0.173533627,0.549395543,1.68E-08,7,1,0,6,0.977317296,171.1873292,9.57E-07,-1.496123627,-9.481555958,0.633273286
108,1.665843353,2.412853797,2.945797784,0.576945273,0.480790399,0.108555393,0.714041093,0.153428909,0.691967433,0.612039319,0.079928115,4.14E-80,8,0,2,6,0.584492022,54.61302053,5.58E-07,-10.47477889,-27.92079722,0.447270836
109,1.346367252,1.06854345,0.070615414,0.761138015,0.239177607,0.22677421,0.9214506,0.254962776,0.233044365,0.205564756,8.76E-18,0.02747961,8,0,6,2,0.666534771,838.9600792,0.354089896,-0.95085604,-8.047791243,0.667957839
110,0.052385242,0.173380939,0.136620807,0.173073179,0.422995219,0.042420952,0.977565766,0.282641557,0.088723563,0.017597776,0.061482426,0.00964336,1,1,0,0,0.919104622,417.3150177,0.050498407,-0.73218581,-7.735927745,0.86628426
111,2.877030794,1.895394599,0.122908363,0.421661933,0.453460164,0.286764839,0.920432299,0.270138197,0.532887774,0.47147408,0.006078381,0.055335313,12,3,6,3,0.829554555,870.9606853,0.390600322,-1.187210485,-8.648091907,0.555341362
112,1.890011134,2.030015339,2.727089088,0.679004186,0.915135418,0.732752843,1.051963396,0.350534002,0.130628775,0.018695611,0.111932784,3.81E-07,11,5,0,6,1.470242741,209.4495348,1.86E-05,-1.219812753,-9.088994193,0.649165079
113,2.222500338,1.595978025,2.618656905,0.909925394,0.944104285,0.181919711,1.017242164,0.329068261,0.118304331,0.032235469,0.086068862,2.21E-61,8,2,0,6,1.133097393,199.0602613,5.41E-05,-7.656754733,-22.24373285,0.443892041
114,2.591489347,1.26525518,1.509604371,0.710709668,0.867753386,0.173308738,1.004304714,0.331649345,0.237644115,0.031928702,0.205715413,1.04E-41,11,5,0,6,1.235380428,224.2692471,2.52E-05,-5.320122037,-17.48847195,0.459337253
