stratID,F_small,F_med,F_large,S_small,S_med,S_large,B,Bflux,Y,E,E_small,E_med,E_large,Wmean,Winfmax,propLarge,slope,intercept,r2
5446,2.051220641,2.159996421,0.904848921,0.993216275,0.819730324,0.341600672,1.031343096,0.2813183,0.065785583,5,2,0,3,1.592920689,100.7717196,9.28E-09,-3.451846621,-13.83516898,0.492875221
5447,2.920119081,0.471621831,2.048893959,0.496187217,0.308727619,0.740207355,0.966080113,0.262785343,0.310750391,1,1,0,0,0.967605814,108.3514007,0.339691698,-0.703193372,-7.724863168,0.823268402
5448,2.50810928,1.045216274,0.75488258,0.262198147,0.313543045,0.875355489,0.9570153,0.275657592,0.434982782,4,1,2,1,0.983003174,76.09871001,0.4488141,-1.170776296,-8.681399568,0.491338416
5449,2.85626834,0.152294544,0.014819666,0.9770826,0.978460641,0.616978474,1.002728164,0.274046989,0.011605613,0,0,0,0,0.856466239,113.7643646,0.222950363,-0.66146426,-7.497253649,0.917690238
5450,1.841207132,0.396342815,0.906905771,0.36049414,0.357494386,0.98857047,0.984466564,0.267918508,0.270737726,1,1,0,0,0.976132219,115.93488,0.346205168,-0.663109436,-7.645125768,0.888727535
5451,1.684752937,2.897168094,0.328950307,0.000371928,0.800358972,0.017815684,1.070840239,0.309731306,0.07982399,7,3,1,3,2.81387587,139.0664165,9.19E-15,-5.283250966,-18.38129962,0.495490741
5452,1.479266452,2.435730512,1.372384975,0.488991265,0.371948428,0.274554194,0.742856885,0.138335827,0.57081636,4,0,1,3,0.745151069,32.44979987,0.006764197,-2.101237136,-10.38003541,0.456723174
5453,2.633406892,1.445772643,2.530182326,0.583098116,0.43621442,0.783749127,0.92689605,0.24267474,0.229281614,4,0,3,1,0.794035176,68.68431822,0.389001888,-1.135713122,-8.51048273,0.529519469
5454,0.042052051,0.3451917,0.42803964,0.847565768,0.084741455,0.131389383,0.967736714,0.168405261,0.02149978,7,1,3,3,1.005416587,25.8031078,2.22E-18,-4.005342869,-17.63730191,0.723880345
5455,2.926397365,2.304730003,1.543034659,0.724742686,0.749461353,0.704929487,0.990005262,0.276098468,0.108013596,0,0,0,0,0.953617677,118.7190528,0.164567132,-0.69874364,-7.634371268,0.842660833
5456,1.528764596,1.040771565,2.489817861,0.853251241,0.61193277,0.74030773,0.937215957,0.246733276,0.07578767,0,0,0,0,0.742942155,79.06057201,0.278365783,-0.743166091,-7.660399282,0.826136961
5457,2.482486013,0.976092837,0.504579426,0.873799681,0.821976036,0.636053009,1.01058302,0.282153537,0.050909197,0,0,0,0,0.985879094,126.0408447,0.156087606,-0.674979542,-7.599523948,0.879996649
5458,0.027799952,1.557312374,2.674901562,0.968474965,0.536196249,0.437227353,0.97570808,0.172295903,0.009611764,7,1,3,3,1.017974639,25.98118936,0,-5.973425105,-22.67539684,0.727217224
5459,2.401224324,2.23070759,2.71747431,0.879216133,0.446273613,0.831465702,0.92867585,0.2345707,0.058396441,4,0,3,1,0.721338984,63.65651138,0.3589784,-0.974717292,-8.169955889,0.6428898
5460,1.644034669,2.53408428,1.152485176,0.478453266,0.662210023,0.375463533,1.028832657,0.313571558,0.201908797,5,2,0,3,1.752454866,127.2207646,4.61E-10,-3.163831204,-13.2979892,0.502959715
5461,2.599946543,1.645216904,2.508703629,0.208349378,0.128824826,0.606813069,0.919460063,0.271304829,0.548169379,5,1,3,1,0.954010975,74.15699382,0.389477913,-1.396190185,-9.104277279,0.438805938
5462,1.954265635,2.708841572,1.874257384,0.041406628,0.573496274,0.216109615,1.023090702,0.295920325,0.283955568,6,3,0,3,2.883632321,191.145483,6.29E-11,-7.810024914,-23.37864452,0.44498428
5463,2.434308485,0.077668352,0.120619187,0.198912435,0.769658921,0.671885165,1.136518266,0.294320249,0.015143537,5,3,1,1,3.135948218,447.9198844,0.171919176,-0.55898839,-8.259067646,0.845498977
5464,0.08082048,1.353497598,0.9985042,0.225146721,0.433974104,0.375905952,0.92946431,0.151303659,0.070987347,7,1,3,3,0.944012674,24.75179674,2.92E-16,-3.690324253,-16.70643102,0.725937261
5465,0.192315496,2.738177228,2.601221365,0.223686457,0.910451839,0.716054648,1.026446195,0.288448459,0.047883839,0,0,0,0,1.045543236,137.2409839,0.155744178,-0.681857887,-7.639625499,0.848229992
5466,2.235783591,1.291177048,2.378114519,0.048945253,0.374700578,0.568740117,0.988248326,0.272779219,0.472451608,3,2,1,0,1.177507792,145.4250309,0.354776182,-0.704362174,-7.820982638,0.760677331
5467,0.983518569,0.185839379,2.147616924,0.235833449,0.080808331,0.670844998,0.984445245,0.273379033,0.203795384,1,1,0,0,1.001883293,127.5292763,0.23130526,-0.692670916,-7.669619675,0.824064111
5468,1.914526591,2.641652035,0.71715478,0.668010296,0.997025567,0.259573352,1.070282984,0.307159908,0.051975142,6,2,1,3,2.202064286,111.1091414,1.54E-12,-3.850048273,-15.1017003,0.517819931
5469,2.14992323,1.099392003,0.224768471,0.131929276,0.168677683,0.969356468,0.961579515,0.289587185,0.456691951,7,2,3,2,0.97430928,67.20529097,0.474542352,-1.402055929,-9.16286004,0.469260118
5470,2.619737525,2.777838719,2.22066903,0.503180116,0.802482142,0.952280637,1.039203205,0.289515162,0.123109661,1,1,0,0,1.10263007,159.2323661,0.238786652,-0.638364688,-7.609930006,0.89909978
5471,1.451989896,1.755830763,0.699378233,0.375348521,0.203226422,0.455831706,0.870484702,0.233131321,0.397296372,4,0,3,1,0.787540354,61.08204375,0.292579062,-1.201972787,-8.596557926,0.497020138
5472,1.974507326,1.432988774,1.66608319,0.854544546,0.256562595,0.167042517,0.897451854,0.139377504,0.19594051,7,1,3,3,1.018460552,27.16641291,0,-11.96888775,-39.88067543,0.705992718
5473,2.994842668,1.79794031,1.307425284,0.648738133,0.658935958,0.490607795,1.014006006,0.299031929,0.191996368,4,1,0,3,1.56810977,116.4097393,5.03E-09,-1.636245839,-10.01411046,0.591677328
5474,1.39325006,0.651515189,0.769023798,0.298547731,0.924592671,0.16002055,1.085970134,0.315026757,0.023393275,7,3,1,3,2.891182007,131.932062,3.55E-17,-5.536805725,-19.05963256,0.513538573
5475,0.330855696,0.455414039,1.710973342,0.944501095,0.229401511,0.398561208,0.953321067,0.163448434,0.061064844,7,1,3,3,1.021321097,26.44682156,0,-4.601613629,-19.43041029,0.71236679
5476,2.115307636,0.815734494,1.558452904,0.609516172,0.023655074,0.532361639,0.867261558,0.217551602,0.294455169,4,0,3,1,0.731563022,60.5630864,0.268965676,-0.908239821,-8.04903451,0.6933945
5477,1.353849885,2.486154776,2.051091731,0.329034178,0.157934285,0.489127215,0.830468736,0.212527875,0.458260705,4,0,3,1,0.746452917,54.52099435,0.224299636,-1.102166145,-8.405761948,0.571506702
5478,2.515534857,1.512900425,1.109982637,0.032510451,0.503554694,0.849508513,1.09281846,0.277466981,0.308368178,3,2,1,0,1.585099305,267.7893874,0.384643596,-0.598652834,-7.76300147,0.879841829
5479,1.128462298,0.749957745,0.005118181,0.986658631,0.256989448,0.626516861,0.935377625,0.235939843,0.011648703,4,0,3,1,0.716574094,62.01141592,0.365064413,-0.97480284,-8.166813436,0.631455713
5480,0.303637323,0.398125777,0.771224587,0.225386882,0.103192289,0.182664001,0.848942572,0.138564824,0.241306841,6,1,2,3,0.865434011,29.02324123,7.10E-08,-2.603556672,-11.88023074,0.567177751
5481,2.337236226,2.079357026,0.955975531,0.727336817,0.254020748,0.138097896,0.852831766,0.122532203,0.302657029,7,1,3,3,0.989897455,27.16032388,0,-6.400237598,-24.29781846,0.71315736
5482,0.284039088,1.716905523,0.547453708,0.224938019,0.702146875,0.261674101,1.00716638,0.279812738,0.174993885,5,2,0,3,1.614194236,115.7281644,4.27E-09,-2.199777899,-11.22500003,0.542229316
5483,2.900574126,1.616557564,1.032792455,0.06487668,0.914136523,0.020560676,1.084298985,0.314375399,0.0297657,7,3,1,3,2.879565669,132.8318358,3.11E-17,-16.22262397,-41.2972446,0.444436779
5484,2.977927617,2.195934584,0.468774102,0.60651574,0.495678962,0.086734628,0.851322803,0.204462955,0.474092623,3,0,0,3,1.036816845,64.27095598,2.60E-06,-1.849384445,-10.11857803,0.558173794
5485,1.623954477,0.379457812,1.778020118,0.755918106,0.024284613,0.740315771,0.920764531,0.232991565,0.097393324,4,0,3,1,0.723508613,64.27354173,0.349860873,-0.94936353,-8.123231307,0.66597819
5486,2.601442861,1.909914894,2.602980047,0.535660582,0.317541262,0.419007057,0.77949496,0.169901463,0.537874471,2,0,1,1,0.758814758,44.85439031,0.087050358,-1.059611939,-8.365409446,0.612451525
5487,2.107266274,0.149006817,2.004514468,0.757520813,0.129700629,0.210422188,0.975913491,0.240014643,0.183230688,5,1,1,3,1.478732961,74.12366794,1.10E-08,-8.420084842,-24.22253986,0.450503201
5488,2.549715729,2.721852545,0.384650302,0.323780443,0.535159881,0.060295328,0.965088051,0.280929809,0.425994206,5,2,0,3,1.755386469,122.0928608,7.60E-11,-2.776040429,-12.55549171,0.520288084
5489,0.964599474,0.308744329,1.428559228,0.111025244,0.360834117,0.45515648,0.999662064,0.26481625,0.249225174,6,2,1,3,2.43106136,116.804329,1.79E-06,-1.37129569,-10.06971002,0.672068928
5490,0.248363285,1.444657959,0.823721032,0.38127317,0.43090739,0.540635318,0.873815275,0.215935161,0.14701512,4,0,3,1,0.672460504,56.7970866,0.249056194,-0.828298664,-7.851431438,0.781324717
5491,2.048321683,2.161112109,2.085028252,0.243695408,0.931900274,0.724997838,1.105071931,0.305048269,0.023528137,5,3,1,1,2.943432949,299.7591496,0.077950607,-0.636206505,-8.440340507,0.800075387
5492,1.887359844,2.055796347,0.213845747,0.578372325,0.057353484,0.367070586,0.892106019,0.231668845,0.236713047,4,0,3,1,0.750992379,61.06318357,0.313184598,-1.191493893,-8.53962965,0.483402296
5493,2.536056169,1.388219851,2.538653034,0.63807837,0.282833074,0.834716408,0.93270684,0.241157072,0.151644314,4,0,3,1,0.769052758,66.44843057,0.387466276,-1.093033983,-8.417074421,0.550014567
5494,1.460671576,2.021495979,0.226841465,0.802367664,0.131957082,0.803741551,0.932910159,0.236075769,0.041317968,4,0,3,1,0.723204221,63.02021075,0.365711737,-0.983010545,-8.185935308,0.627520233
5495,0.973540199,2.89379562,2.578452631,0.764113542,0.936284034,0.945990768,1.002613481,0.275715312,0.03512992,0,0,0,0,0.873364371,116.1029719,0.226850115,-0.665773408,-7.518581392,0.905121573
5496,0.734175144,2.183363318,1.99821249,0.651414163,0.037740464,0.431641478,0.851044406,0.123791991,0.277466902,7,1,3,3,0.932923246,25.91433708,2.86E-07,-1.906915809,-11.45001602,0.768741732
5497,2.884778269,0.236250197,1.254364267,0.897123079,0.264071139,0.10434626,0.93311468,0.171707729,0.107613285,5,1,1,3,1.039954211,35.87289781,4.15E-07,-8.668812509,-24.64070175,0.449469709
5498,0.916511872,1.126916941,1.474761184,0.291985782,0.857121601,0.793459573,1.059354731,0.305703098,0.080396955,2,2,0,0,1.298089309,175.233064,0.155394698,-0.654245357,-7.749654491,0.856140557
5499,0.008160455,1.148935604,2.085866739,0.747863008,0.824559615,0.962074101,0.983942399,0.265722005,0.014370338,0,0,0,0,0.801766871,101.7268447,0.242442635,-0.676845375,-7.509132458,0.906391395
5500,0.963600364,1.749773496,1.37216863,0.848332363,0.980718902,0.891047725,1.003265478,0.275803912,0.025177524,0,0,0,0,0.881011812,116.8216516,0.206755507,-0.67365619,-7.530899316,0.892542984
5501,0.838922176,0.242165933,2.272204124,0.725502245,0.809439565,0.342803571,1.047781998,0.291554722,0.059382233,5,2,0,3,1.736406063,95.23493162,6.65E-08,-6.28260624,-19.80054912,0.456564873
5502,1.632998892,0.44760988,0.860885547,0.451459087,0.58413652,0.371914645,1.037938483,0.290554604,0.173663967,7,3,1,3,2.7236067,136.5914544,2.69E-10,-2.562752138,-12.54184413,0.543770832
5503,2.70227176,0.586005785,0.444285136,0.491132799,0.648850263,0.586881149,1.063776447,0.302791444,0.127467632,3,2,0,1,1.60764592,201.7332144,0.12572559,-0.638213641,-7.892347795,0.853959524
5504,2.508202641,2.249590003,2.927460894,0.020639147,0.564334468,0.638435165,1.107310362,0.278104582,0.200211676,3,3,0,0,2.753432201,438.5770477,0.25450003,-0.586275773,-8.149112254,0.76233114
5505,2.75983729,1.522795146,1.483275112,0.562158092,0.815366178,0.979281378,1.044789563,0.290631043,0.11727508,1,1,0,0,1.1276021,164.4478257,0.236575762,-0.634925247,-7.614969286,0.900767737
5506,0.079033328,0.327062909,1.60683,0.406218306,0.363140193,0.768883467,0.936406694,0.243503642,0.061433527,0,0,0,0,0.72836169,78.23208791,0.279658752,-0.732217479,-7.626592931,0.847102321
5507,0.410924677,0.234663214,1.232747379,0.636317641,0.174996647,0.192436045,0.920438826,0.202723247,0.18304039,4,1,0,3,1.042210334,51.60525305,3.38E-07,-6.065048871,-19.06799277,0.461599514
5508,2.524578572,0.492430584,2.712875137,0.484985936,0.136144481,0.099046802,0.90060473,0.211345481,0.458165615,5,1,1,3,1.700449527,85.1094348,8.22E-17,-16.97093882,-42.41747244,0.444555256
5509,0.870764484,2.716376928,1.542021277,0.302290329,0.366274476,0.59426472,0.897115056,0.236975274,0.292892457,4,0,3,1,0.767089232,65.46781886,0.345356266,-1.090801959,-8.397369457,0.564723014
5510,2.541434298,0.188727692,1.30327709,0.749728242,0.72204382,0.756702264,1.017825482,0.28506848,0.057284552,0,0,0,0,1.000502128,132.3557014,0.174101134,-0.674068114,-7.60223725,0.870009811
5511,2.518895602,0.988155856,2.371632144,0.193307159,0.595409923,0.003529728,1.028413297,0.291964752,0.231131213,6,3,0,3,2.786276088,163.8234736,1.95E-09,-36.98450377,-84.14649795,0.416271463
5512,1.447132286,1.55151076,2.904826118,0.787647842,0.583220004,0.625272987,0.925549008,0.237413174,0.157497891,0,0,0,0,0.796682356,86.95450752,0.173570112,-0.755048198,-7.682369005,0.787161485
5513,1.495043244,0.304856295,0.094441178,0.972963368,0.713421798,0.622350651,0.993210958,0.272261759,0.028626249,0,0,0,0,0.859329427,110.8750888,0.205521579,-0.669349556,-7.515639176,0.908573654
5514,0.870789511,2.341078969,2.952290786,0.191539108,0.224035804,0.532235818,0.860777244,0.225705075,0.370312962,4,0,3,1,0.737233058,59.57842863,0.286220011,-1.05303596,-8.305520779,0.594070231
5515,2.747288497,0.193776628,0.824198691,0.19517962,0.329711434,0.91969045,1.08953824,0.276260309,0.212253258,3,2,1,0,1.529308159,251.601392,0.328399892,-0.595947935,-7.731525384,0.896060319
5516,0.605862688,0.948649823,0.748449585,0.622055246,0.347269818,0.383704243,0.835590165,0.185691366,0.227855955,3,0,2,1,0.700553976,46.71891627,0.104588891,-1.015219253,-8.219339701,0.646232093
5517,2.025820491,1.95156941,0.991133115,0.586732012,0.315960767,0.517548117,0.877177681,0.222849105,0.2750467,4,0,3,1,0.738213346,61.92617758,0.286776333,-0.947407574,-8.119365363,0.666954413
5518,2.386398846,1.351723913,2.200324499,0.394891217,0.696507188,0.967377141,1.037742912,0.2797419,0.22299168,2,2,0,0,1.168243199,173.3683782,0.297761651,-0.628026243,-7.638073595,0.897770401
5519,0.580395613,0.654865264,0.79682767,0.324509197,0.843003986,0.797910157,1.025892086,0.290540055,0.079779876,0,0,0,0,1.016852468,139.7554997,0.209248747,-0.654439445,-7.582756331,0.894473849
5520,0.055100356,2.884606512,0.961245584,0.268511268,0.403233143,0.985248726,0.934203893,0.236416905,0.023076208,4,0,3,1,0.71848195,62.40862607,0.366468584,-0.989945375,-8.193560555,0.623368561
5521,2.973882203,0.839649229,0.343952032,0.255441609,0.282147838,0.841141377,0.976043175,0.277270597,0.443257081,4,2,1,1,1.064623625,97.77955791,0.432263918,-0.852210397,-8.109972385,0.682646839
5522,2.600678563,2.96127659,0.448730788,0.695276394,0.544914331,0.832336864,0.935231754,0.242493989,0.148141029,4,0,3,1,0.77307813,66.01116479,0.392853229,-1.088591451,-8.413227807,0.543712142
5523,0.78043713,1.123680489,1.631648652,0.200185792,0.044604445,0.431357579,0.7907601,0.18844788,0.40944228,4,0,3,1,0.667780718,42.30309572,0.12746218,-1.153461767,-8.453527265,0.56789249
5524,0.174584277,2.294710486,2.496044851,0.096103445,0.777277109,0.151145177,1.02671722,0.287678371,0.120168461,5,2,0,3,1.673983126,115.9846946,2.93E-09,-13.81045816,-35.37474604,0.429909592
5525,1.884211195,1.147665122,0.698926257,0.33990836,0.743559115,0.145239958,1.05922795,0.304366618,0.11861985,7,3,1,3,2.798921353,141.5777471,7.35E-12,-4.788525508,-17.22965532,0.487226496
5526,0.922051631,2.689858461,1.308167584,0.978993499,0.451021483,0.118969825,0.94396725,0.159444151,0.088685484,7,1,3,3,1.036329328,26.90141995,0,-11.12096919,-35.29858708,0.696888502
5527,1.205506357,2.503742249,0.727595664,0.497671158,0.648190253,0.194562769,1.020319816,0.309813877,0.203648454,4,1,0,3,1.616603188,119.7806221,6.37E-10,-4.300592506,-15.60000315,0.47762572
5528,1.313596871,1.861620145,2.828974298,0.302283876,0.903591233,0.705885586,1.0845231,0.314112584,0.030323286,7,3,1,3,2.878542579,137.7440453,0.001707013,-0.907402621,-9.117592511,0.733349013
5529,2.48515298,1.174472006,1.337802146,0.764641722,0.149373029,0.625081599,0.889810742,0.220520808,0.156317422,4,0,3,1,0.700142458,61.75991922,0.287788812,-0.825965104,-7.881011433,0.768199317
5530,1.434744818,1.342180963,1.49477463,0.133484223,0.341990795,0.955045261,0.952291571,0.276604894,0.360156471,5,1,3,1,0.900839861,65.56255517,0.457543398,-1.296848492,-8.879620084,0.450215352
5531,2.112515717,0.782913721,0.109986203,0.463569457,0.81824762,0.216080733,1.083271844,0.308313132,0.055345615,6,3,1,2,2.862622687,197.8159372,0.024619304,-0.696292471,-8.619328236,0.801440848
5532,2.706956208,2.800094835,1.1146241,0.308590167,0.360830351,0.850802082,0.951407484,0.277572923,0.441081701,5,1,3,1,0.975127032,67.89801856,0.455738212,-1.361994944,-9.067557101,0.441487617
5533,1.455446605,2.810457218,1.185181732,0.122341034,0.531997739,0.920674797,0.96305272,0.282528381,0.364067445,3,1,1,1,0.938761906,79.86818048,0.418180057,-1.017159751,-8.351464743,0.576212482
5534,1.243241065,0.999211757,0.127306544,0.293568462,0.416770667,0.547217435,0.934296278,0.258440294,0.302392542,3,1,1,1,0.860309266,75.59958427,0.373637142,-0.983911851,-8.222212685,0.595496873
5535,0.74262343,0.388478635,0.091764669,0.039639129,0.074499519,0.4892799,0.95089593,0.271025663,0.260683338,3,1,1,1,0.872505337,85.51344342,0.346064159,-0.773420089,-7.806081378,0.793481725
5536,2.931747059,1.369883382,1.607248498,0.186667602,0.309288759,0.666836684,0.955130558,0.281143574,0.530969708,5,2,2,1,1.046388127,88.27711526,0.425326981,-1.11094128,-8.600907477,0.525903296
5537,1.450522786,2.826054331,2.668814064,0.989879219,0.836403969,0.93996502,0.981442399,0.266010936,0.024614707,0,0,0,0,0.803249277,100.6404587,0.246836559,-0.678836698,-7.519476537,0.903029504
5538,2.413852161,2.198286311,1.77311296,0.911377374,0.576817449,0.8138295,0.930536227,0.236584647,0.03127992,3,0,2,1,0.714129341,64.77486094,0.343084929,-0.912215477,-8.034703797,0.694279055
5539,1.699715345,2.870084742,1.803655457,0.592474249,0.245899091,0.09232968,0.780066194,0.100714076,0.484372732,7,1,3,3,0.917518832,26.40714604,0,-16.03626677,-51.30866714,0.70125069
5540,0.052172358,0.227095853,0.411304481,0.30614471,0.353377208,0.04437203,0.940495775,0.163815488,0.047221462,6,1,2,3,0.968592136,28.02015774,2.80E-07,-3.722907731,-14.46447095,0.520886665
5541,0.772243019,1.470121262,2.633541759,0.34606659,0.865278122,0.135160042,1.067669575,0.30775862,0.081132702,6,2,1,3,2.502848317,126.7224099,1.32E-12,-14.34829558,-37.01370699,0.437873927
5542,0.719381643,0.556715519,0.164270822,0.56157759,0.946667285,0.965807918,1.019787917,0.28424844,0.058459132,0,0,0,0,0.952141963,130.9632624,0.225286713,-0.649876846,-7.534540023,0.913272385
5543,0.21313829,2.566139594,1.574328366,0.171800146,0.260419894,0.39299377,0.870462015,0.130816749,0.175350538,7,1,3,3,0.888469082,24.16683594,2.90E-16,-3.747409765,-16.7466227,0.728092894
5544,0.255098414,0.995742749,2.969331663,0.970690098,0.6582831,0.602847683,0.980472065,0.235720664,0.073385244,2,1,0,1,1.096450788,109.3777068,0.089057305,-0.742558484,-7.876625387,0.78672193
5545,2.307906859,2.864612913,1.918403026,0.535709247,0.675448481,0.986824124,0.979657506,0.274803374,0.208025236,1,1,0,0,0.92965343,107.9546191,0.301948983,-0.676686205,-7.646662209,0.881867787
5546,1.578791961,1.800806501,0.66612354,0.727873535,0.52500783,0.364075471,0.891331052,0.214970633,0.239347745,1,0,0,1,0.938502869,67.51531161,0.038169095,-0.884681971,-8.083181538,0.731874182
5547,1.824920578,1.097881676,1.053330616,0.756916946,0.178557997,0.760542605,0.922789894,0.234097709,0.099084588,4,0,3,1,0.72810649,64.46106341,0.35478085,-0.96260109,-8.15031946,0.652747307
5548,0.49888456,2.095469073,1.160942859,0.023928558,0.454108488,0.760474466,0.934327364,0.259005298,0.204123579,5,1,3,1,0.782845727,65.77840541,0.414617169,-1.230558775,-8.677420322,0.481860654
5549,1.103233067,1.387562784,0.073471227,0.365949129,0.525184076,0.591567746,0.94634838,0.263818459,0.243937741,2,1,0,1,0.858201149,79.41122599,0.358456206,-0.902698271,-8.069255857,0.66272885
5550,0.131633339,2.05009995,0.176786256,0.40654807,0.844017656,0.131550954,1.035036125,0.285811575,0.070826306,5,2,0,3,1.622388377,104.3504356,0.00109605,-0.887169679,-8.510509712,0.749771492
5551,1.376780639,2.147931957,2.845993131,0.358958496,0.600881761,0.596212748,0.970670001,0.279345788,0.272860206,1,1,0,0,1.061292354,121.9835031,0.161951517,-0.724605711,-7.780414833,0.773395692
5552,2.881843966,0.062303048,0.517979687,0.965390345,0.942688853,0.875434623,1.007199054,0.276579339,0.012962327,0,0,0,0,0.883473596,117.9303094,0.206005813,-0.666838587,-7.517422439,0.904627052
5553,0.967503291,2.944043737,1.928113894,0.367598938,0.878619233,0.840347198,1.033123968,0.293784655,0.10601403,1,1,0,0,1.081287862,150.6714554,0.211181026,-0.654027877,-7.625334734,0.879757789
5554,1.735645134,1.245478928,2.983573657,0.117337843,0.607602547,0.663019633,1.039609163,0.286284202,0.25248132,2,2,0,0,1.37988541,196.558072,0.225186617,-0.661641658,-7.802034432,0.798380373
5555,2.823005525,0.908919243,0.814712316,0.944019075,0.549214225,0.443431149,0.938526686,0.156839586,0.106618255,7,1,3,3,1.05094635,27.30850522,5.67E-06,-1.468780925,-10.11756162,0.802122036
5556,0.025328744,0.872447244,1.544923694,0.614129655,0.452045556,0.170682564,0.965843929,0.167313958,0.02026617,7,1,3,3,0.995678617,25.58241889,0,-10.28134313,-31.44624132,0.633227312
5557,0.228031215,1.679178796,2.747553803,0.662427791,0.443837457,0.897513892,0.933934771,0.236162501,0.030531607,4,0,3,1,0.720718626,62.71634146,0.366376249,-0.994380479,-8.20381292,0.621324391
5558,2.356916065,0.793379326,1.285899355,0.407049672,0.606670607,0.73668471,1.016805698,0.279721903,0.228826206,1,1,0,0,1.125347552,156.7841062,0.266229832,-0.653550502,-7.667116122,0.863568898
5559,0.735054194,1.959020442,0.65951662,0.053742251,0.345946485,0.903283945,0.948910762,0.268417875,0.242733927,5,1,3,1,0.826486651,65.16416262,0.443950942,-1.253250558,-8.740886922,0.457641029
5560,2.45804745,1.198699144,1.017004922,0.729732656,0.241100529,0.988575896,0.936261764,0.239757122,0.089541689,4,0,3,1,0.749369882,64.36298596,0.383460229,-1.049790216,-8.32706783,0.572077177
5561,2.45371334,2.719887075,2.525269768,0.171814717,0.547614979,0.560760828,0.986620355,0.273227572,0.411541616,2,2,0,0,1.51477172,169.3141866,0.146683103,-0.695559457,-7.973836473,0.742102101
5562,1.862819669,0.281572916,2.759265744,0.245386114,0.891965136,0.992539572,1.105726312,0.298529005,0.077775645,2,2,0,0,1.574488531,247.5236201,0.226291794,-0.605662353,-7.769009811,0.885224263
5563,2.475212149,1.274017832,0.461356246,0.640498825,0.069812837,0.894742302,0.938311917,0.24366838,0.138873871,4,0,3,1,0.775410853,65.31126372,0.398561148,-1.10745941,-8.450823762,0.528035265
5564,0.412573572,2.324582355,0.534831402,0.067763863,0.202070197,0.681343936,0.92180469,0.247707046,0.183339096,4,0,3,1,0.756928279,64.49609029,0.386321498,-1.144032362,-8.492544825,0.522122501
5565,1.39732213,1.6456424,0.095622726,0.084118751,0.86404077,0.142931245,1.083967643,0.305579045,0.064602314,6,3,1,2,2.86977089,223.9388319,0.036325627,-0.670370261,-8.551662372,0.810131591
5566,0.899188889,2.956049012,0.468754454,0.431048157,0.720852985,0.292021069,1.053360794,0.307623993,0.141957029,5,2,0,3,2.315404947,146.6281159,3.45E-10,-1.954966804,-11.02811043,0.556158744
5567,1.193337105,1.596068302,0.975197191,0.588199564,0.939811662,0.37156786,1.073850969,0.309181338,0.046693269,6,2,1,3,2.296886994,114.1158542,3.85E-13,-3.636302777,-14.72488047,0.532087225
5568,1.140534815,2.000878721,1.671735384,0.964340739,0.090995575,0.003269999,0.942585387,0.158791537,0.093171442,7,1,3,3,1.039620203,26.98614781,0,-42.41823035,-125.0893779,0.695451189
5569,1.004703408,0.627280319,0.876613234,0.152431038,0.680821556,0.530675869,1.049449985,0.298277116,0.146191029,7,3,1,3,2.800492245,141.9537941,0.00024494,-0.996440334,-9.283983053,0.719332041
5570,2.822543609,0.687206674,0.729705193,0.796431445,0.666518291,0.318660734,1.014906854,0.276986189,0.132565415,5,2,0,3,1.620556275,109.8616711,6.19E-08,-2.520793557,-11.89580049,0.521309509
5571,2.080912726,1.506844114,1.912937883,0.376141823,0.634157225,0.127904842,1.044142272,0.301422883,0.184346903,6,3,0,3,2.774259662,162.2963259,6.01E-10,-11.33893839,-30.69917585,0.433943195
5572,2.897249563,1.67721339,2.307787678,0.409311617,0.956966557,0.208997513,1.084246657,0.314354851,0.029965471,7,3,1,3,2.879216769,132.8595904,2.66E-17,-9.890927834,-28.07515205,0.467808264
5573,1.670939646,2.720218867,1.529867991,0.771606727,0.715251757,0.56522445,1.009914733,0.281037791,0.118321103,1,0,0,1,1.220307599,128.9973903,0.072279662,-0.717761315,-7.856335939,0.810198979
5574,1.590656415,0.363442569,0.404384435,0.178057622,0.673892271,0.022810167,1.059280236,0.302704779,0.110661257,7,3,1,3,2.814535561,138.3990744,1.67E-12,-5.90141324,-19.62519449,0.479706127
5575,2.068970254,1.74252636,0.599598868,0.646466574,0.595428851,0.976481847,0.946624732,0.255591782,0.12961436,2,0,1,1,0.79555007,73.93967329,0.354056574,-0.921928501,-8.076387658,0.656328245
5576,1.921088012,2.404372372,1.900019598,0.357001743,0.835381094,0.162357545,1.071323847,0.309896437,0.077959767,7,3,1,3,2.815545207,138.8400506,1.24E-14,-10.04341233,-28.243934,0.455358195
5577,2.182759794,0.795697154,1.155221862,0.20834955,0.567051267,0.500334311,1.029481582,0.290209079,0.217767957,6,3,0,3,2.785082643,154.9391924,3.95E-08,-1.43891775,-10.14019504,0.606610619
5578,1.535861554,0.843357476,2.861612217,0.576778272,0.369664233,0.980136232,0.938003041,0.245153544,0.155694091,4,0,3,1,0.782626457,65.47677477,0.402839417,-1.136764975,-8.509498401,0.516132489
5579,0.489429575,2.784042718,1.824713074,0.204320771,0.713098794,0.986653785,0.99113698,0.277734575,0.126531743,1,1,0,0,0.899126739,114.0376186,0.265881833,-0.666277043,-7.570437361,0.899009542
5580,1.445888071,0.47875039,2.739408189,0.560112773,0.385717222,0.727946122,0.945423198,0.258318593,0.206184828,1,1,0,0,0.839711448,87.21530899,0.313420191,-0.746740655,-7.733690822,0.80062951
