stratID,F_small,F_med,F_large,S_small,S_med,S_large,B,Bflux,Y,E,E_small,E_med,E_large,Wmean,Winfmax,propLarge,slope,intercept,r2
1,2.24110018,1.616272083,0.69017013,0.744238171,0.700386563,0.638083754,0.958029007,0.260207997,0.117795392,0,0,0,0,0.822936835,97.8436072,0.228840633,-0.701135183,-7.586097394,0.868105436
2,0.27166929,0.634977307,2.357858643,0.687912066,0.586416183,0.066555289,0.976173798,0.252160199,0.145381439,4,1,0,3,1.3113639,85.95844448,9.48E-08,-20.05587593,-48.21716038,0.423498343
3,2.546634322,0.464362081,1.500273286,0.949358654,0.863199991,0.453308722,1.035057083,0.279794623,0.052384304,5,2,0,3,1.593303691,93.19870376,1.25E-07,-2.381893506,-11.61612093,0.533451604
4,2.918241893,0.245050795,1.423659091,0.581566421,0.29951933,0.986997191,0.974722519,0.267046433,0.177640632,1,1,0,0,0.891384552,103.9899871,0.308493488,-0.675793578,-7.615517615,0.88965633
5,0.983355291,0.551267495,2.081378136,0.399814869,0.535489856,0.610315138,0.981528303,0.274510234,0.209976326,0,0,0,0,1.077208589,124.9116597,0.140981705,-0.710388055,-7.745891576,0.800924183
6,2.051657855,0.170234101,0.317181084,0.414315735,0.269830582,0.352261933,1.031868143,0.281841697,0.151484816,7,3,1,3,2.880305767,131.1053534,0.001457259,-0.881157006,-9.097388918,0.74838904
7,1.034304938,1.23510946,0.047463306,0.199601231,0.047773024,0.731561843,0.943952345,0.261135753,0.271887452,5,1,3,1,0.843900604,65.96893264,0.436779831,-1.25645808,-8.766226479,0.449615464
8,2.089366947,1.719638948,1.545003069,0.771783761,0.412101133,0.128072596,0.854631059,0.123313814,0.296472481,7,1,3,3,0.987132173,27.08160258,1.11E-18,-8.865142483,-26.69101758,0.560972942
9,1.299020468,1.717242474,1.210495511,0.291436051,0.087365947,0.260250871,0.737869469,0.16067485,0.571905248,5,0,3,2,0.67820849,35.00961764,0.056028066,-2.173943711,-10.37603339,0.406045158
10,1.113331764,0.620353379,1.066568602,0.332442224,0.159444417,0.971003668,0.942660669,0.256737466,0.250941287,5,1,3,1,0.835729214,66.07552746,0.430815037,-1.236652683,-8.733339919,0.463069641
11,0.771668355,0.00076774,1.703768074,0.156437622,0.675484519,0.326126147,1.092009923,0.317299785,0.000402272,7,3,1,3,2.941555733,128.413372,0,-6.004110132,-20.09750667,0.513984802
12,0.407902696,1.582767407,0.000750307,0.373717233,0.085387273,0.4343577,0.938506419,0.244664338,0.110644303,4,0,3,1,0.764383827,63.57388605,0.399767676,-1.116615905,-8.456951967,0.519090724
13,1.914943475,1.506210359,2.337885652,0.419310948,0.682579655,0.779439461,1.016035484,0.28481508,0.202567508,1,1,0,0,1.106309572,151.7862694,0.239187279,-0.665945284,-7.676901697,0.845592077
14,2.083673358,0.866570256,0.866220031,0.504503649,0.928857464,0.291493184,1.085371157,0.314794373,0.025675663,7,3,1,3,2.886912098,132.257591,5.11E-17,-4.423616148,-16.73297284,0.53663126
15,2.672575049,1.724737797,1.063367371,0.943986907,0.802757306,0.4985026,1.032238202,0.281988952,0.065160133,5,2,0,3,1.59725862,100.6775801,1.53E-08,-1.892824342,-10.59207038,0.566626878
16,1.281589342,2.729610829,2.904555882,0.610934825,0.543151825,0.614276279,0.890575875,0.228547203,0.222749649,3,0,2,1,0.733690904,66.61535423,0.277370703,-0.847897894,-7.907702474,0.718085356
17,0.511026891,2.494929115,1.482648572,0.509050108,0.54716336,0.792428427,0.922328705,0.235808087,0.118470012,4,0,3,1,0.73489355,64.72984009,0.361068615,-0.998438898,-8.214610231,0.623276319
18,0.527208094,1.457250197,0.739111955,0.404457179,0.552043724,0.031683384,0.919148558,0.232866046,0.306886943,4,1,0,3,1.193079998,80.33902933,6.64E-09,-8.047286411,-23.21661443,0.445848246
19,2.272279004,0.320977132,1.916134949,0.433837474,0.820985253,0.62445712,1.081006986,0.313355109,0.041238417,7,3,1,3,2.86041979,134.249167,5.30E-07,-1.439851819,-10.35032023,0.662681536
20,0.732257305,1.901636388,1.557596718,0.883606251,0.598263693,0.042981833,0.930898406,0.218549737,0.157919229,4,1,0,3,1.117489455,66.31327545,3.80E-09,-16.16129652,-40.08335336,0.428437991
21,2.030751142,0.853361887,2.349821788,0.824504348,0.173114737,0.336628696,0.897180909,0.139248836,0.196842003,7,1,3,3,1.0189951,27.18047332,0,-7.51292525,-27.88746227,0.696405502
22,0.10702143,0.265717744,0.083622342,0.815067397,0.087955729,0.898030066,0.937457023,0.238660681,0.009164433,4,0,3,1,0.71869704,64.09182809,0.355833902,-0.938658639,-8.083324669,0.659796435
23,2.05436653,0.515004699,2.351197019,0.025784855,0.64033034,0.040023219,1.052851626,0.299782344,0.133501545,7,3,1,3,2.804477746,140.1757068,2.07E-11,-23.6023199,-56.36524219,0.425078068
24,0.827692177,2.671431617,1.741596888,0.523737178,0.92331043,0.539381214,1.071863208,0.308173011,0.050428089,6,2,1,3,2.245766535,112.6125081,1.92E-11,-2.00174989,-11.2784278,0.616427671
25,2.066966353,1.246732595,1.492238733,0.553558432,0.690284667,0.993691982,0.990864048,0.273967116,0.181175621,1,1,0,0,0.940929349,119.0001321,0.288324157,-0.661012494,-7.599157646,0.896782841
26,0.777087202,1.999680829,1.399624747,0.449377216,0.998138826,0.759637042,1.048457203,0.301921019,0.056810894,0,0,0,0,1.19074584,157.1881228,0.147071221,-0.663299729,-7.698725413,0.860157198
27,2.965123594,2.99470889,1.284809504,0.928237008,0.098478453,0.717419053,0.919298708,0.230104271,0.040043012,4,0,3,1,0.697505015,62.23648459,0.332649661,-0.87929367,-7.978554559,0.733865477
28,0.591292199,0.476450606,0.451041797,0.542677519,0.283630888,0.451762008,0.909388005,0.239495001,0.204383788,0,0,0,0,0.793846244,79.26670948,0.179787021,-0.734144458,-7.646448559,0.845007651
29,2.832110854,2.001083646,1.039375694,0.85433416,0.252254842,0.021168252,0.894410392,0.137911424,0.206210169,7,1,3,3,1.024926601,27.33194224,0,-16.79630705,-53.27944465,0.70296094
30,2.143950765,1.352570498,1.257991247,0.970185545,0.959219521,0.206002954,1.037933995,0.276991593,0.041253506,5,2,0,3,1.593539965,85.87408063,2.53E-08,-6.700219204,-20.6298193,0.453592888
31,1.61642131,2.036609408,0.340304716,0.082136474,0.477138874,0.071300813,0.929931891,0.256096112,0.526367645,5,2,0,3,1.793778237,112.1293024,5.82E-06,-1.181910472,-9.271717198,0.665398643
32,1.358007036,0.22842804,2.169223302,0.404215573,0.22924433,0.019078007,1.002714343,0.265794043,0.222817081,6,2,1,3,2.31079444,110.2067988,2.61E-16,-29.81163043,-69.37690358,0.428233712
33,1.487193924,1.430006519,2.562361215,0.546873792,0.551999851,0.259813684,0.937847907,0.258880398,0.350337893,3,0,0,3,1.281996124,91.64941545,4.56E-09,-7.838008083,-22.77444729,0.447441378
34,2.953145063,1.208679613,1.460562808,0.224749932,0.482333373,0.46735323,0.985046554,0.25253493,0.401055161,4,3,0,1,2.488230372,208.1134376,0.074087051,-0.664458539,-8.360116433,0.750994521
35,0.899294928,1.400991533,0.986838515,0.002846925,0.590827988,0.511100118,1.04125337,0.291725422,0.238541138,4,3,0,1,2.30319054,219.5586863,0.061578639,-0.660709336,-8.260651018,0.787937855
36,0.942053726,2.629822736,2.134737097,0.463458855,0.258403242,0.239958557,0.748318711,0.11059504,0.478245377,6,0,3,3,0.710557746,21.66563258,0,-8.337556771,-29.19418592,0.711394165
37,1.889504777,0.939993402,2.328316472,0.759144522,0.700973497,0.665637582,0.972299251,0.263873647,0.11362307,0,0,0,0,0.884323223,108.8487242,0.18301429,-0.713078756,-7.623263946,0.826978297
38,1.390142819,1.421650516,1.081195026,0.784077083,0.340638149,0.75764609,0.922162582,0.233445999,0.08890964,4,0,3,1,0.722712579,64.05386531,0.351427238,-0.949916919,-8.1231378,0.66461576
39,0.855081351,2.846160008,0.513608355,0.1555175,0.13919206,0.578092966,0.914150618,0.252313854,0.300109583,5,1,3,1,0.797277336,65.42279678,0.387292304,-1.237949967,-8.700432348,0.476525232
40,1.341140526,2.485377179,1.977347316,0.896145234,0.512187244,0.151917225,0.941661826,0.158343192,0.096238425,7,1,3,3,1.042017327,27.04590175,0,-11.87323989,-33.98997897,0.567507948
41,2.491134146,2.288917285,2.27797895,0.153452426,0.845602117,0.342659327,1.071463125,0.309944207,0.077423498,7,3,1,3,2.816035977,138.7748723,1.17E-14,-6.264182973,-20.38511888,0.483849117
42,1.204546537,0.82889724,1.759896513,0.355843596,0.430462851,0.918169098,0.946067384,0.258279766,0.250829833,4,1,2,1,0.847098062,71.71145032,0.411252592,-1.079773865,-8.419382072,0.536985572
43,0.232368195,0.89953358,0.233478469,0.677795539,0.013529629,0.151474699,0.866764182,0.204551265,0.095030462,4,0,3,1,0.661915637,52.73148958,0.183542449,-1.007324848,-8.158223342,0.630986188
44,1.01535995,1.061007095,0.085184945,0.502562148,0.266351676,0.814258548,0.938258301,0.246158132,0.155430939,4,0,3,1,0.783607891,64.91332129,0.405538308,-1.14226654,-8.519734103,0.504939891
45,0.34093357,2.298562806,2.812468988,0.165202742,0.903418005,0.288510582,1.060350506,0.300854153,0.056224548,6,2,1,3,1.926893978,100.2375032,9.13E-11,-8.032468033,-23.59468046,0.454412768
46,2.483370318,0.548652775,1.880195228,0.340710338,0.011768397,0.399082814,0.858626882,0.220713471,0.487507167,2,0,1,1,1.14250079,79.56507758,0.061929888,-0.789431567,-8.058074656,0.742202099
47,0.501120097,1.488833516,1.45331857,0.825471947,0.275920294,0.612937182,0.886167943,0.207146386,0.072388257,3,0,3,0,0.651260615,59.56064987,0.238401985,-0.788076015,-7.787514569,0.814231925
48,0.017368194,0.223825342,1.412934184,0.844679218,0.751392885,0.164022278,1.005824594,0.230796495,0.024758855,4,1,0,3,1.293824553,55.98838724,2.49E-07,-8.204614592,-23.69081619,0.447839183
49,2.827461458,1.121693188,2.126029787,0.726481604,0.120941632,0.395735742,0.850127384,0.121340501,0.312105259,7,1,3,3,0.994471031,27.28579872,3.57E-16,-3.722261476,-16.78776008,0.730712709
50,1.834087639,1.050839924,1.740491729,0.75978757,0.153434997,0.054291883,0.856929545,0.124300247,0.288684511,7,1,3,3,0.983891652,26.98604898,0,-17.74567899,-51.02644812,0.657801947
51,0.778484893,0.940441085,2.265380766,0.345591645,0.420092047,0.291485144,0.884872169,0.212181159,0.416749001,4,1,0,3,1.169409796,72.79689729,2.21E-08,-5.386278282,-17.66009176,0.465585433
52,1.504906846,0.940922346,2.633334415,0.889246262,0.724018277,0.666030159,0.995677145,0.270672645,0.072912264,0,0,0,0,0.976552969,119.423757,0.140725929,-0.710475956,-7.668450965,0.821334716
53,0.667906913,2.208609376,2.406260539,0.5034755,0.347296358,0.081538413,0.809481529,0.11305378,0.358811613,7,1,3,3,0.870742034,24.90533666,0,-18.32575949,-49.43327636,0.578574233
54,2.751147405,0.04276986,1.011330395,0.722054298,0.661886965,0.270509784,1.062915827,0.30140165,0.048100833,6,2,1,3,1.969633601,100.0161692,5.11E-10,-4.919449694,-17.18494158,0.486704548
55,0.335571194,0.942195541,2.450183397,0.836262208,0.801395743,0.454247498,1.032491132,0.279746346,0.058295896,5,2,0,3,1.586163708,96.40291813,4.82E-08,-2.794760446,-12.45393598,0.513643068
56,1.461129794,0.779081365,0.573944452,0.875742871,0.58194764,0.427705003,0.97141756,0.250735174,0.163434533,4,1,0,3,1.31074399,88.62223349,0.001691485,-0.894963916,-8.362675588,0.754928298
57,0.913171481,1.9772671,1.006385664,0.543615185,0.21894667,0.039365708,0.778249749,0.110729741,0.429103124,6,0,3,3,0.794222486,23.47513473,0,-11.89214301,-39.47448573,0.704446345
58,2.097739931,0.943422243,0.942212374,0.199004572,0.212947719,0.90355143,0.957133996,0.280580733,0.423886684,5,1,3,1,0.963958304,68.73855093,0.460512075,-1.261596854,-8.854881547,0.468689006
59,0.295291333,2.820691575,1.826652186,0.811022884,0.550039507,0.171890443,0.93131659,0.15362982,0.098872239,7,1,3,3,0.989562969,26.05254372,0,-10.60109005,-31.27038858,0.585312573
60,2.999133908,0.425506923,0.783997036,0.431924337,0.863427551,0.423887721,1.07931521,0.312739982,0.047583436,7,3,1,3,2.850957401,135.069869,1.86E-15,-2.871687376,-13.43060684,0.581394163
61,1.323842984,0.268036945,0.500456419,0.361759355,0.515537223,0.062044763,1.040765497,0.29020933,0.154118008,7,3,1,3,2.82871732,135.3737875,7.91E-13,-4.899089227,-17.56590621,0.498202824
62,2.587557251,2.832252354,2.053816229,0.758201135,0.812216098,0.678691514,1.027027335,0.289826918,0.077737333,0,0,0,0,1.16879653,140.7493133,0.110665098,-0.69581375,-7.75727799,0.82352393
63,2.678584892,1.833590425,1.564478672,0.725765964,0.117121639,0.828688169,0.931136159,0.237736428,0.101950245,4,0,3,1,0.744221828,65.04440661,0.373795414,-1.029299689,-8.284724044,0.594737234
64,0.979347567,0.21006709,1.059872871,0.750965501,0.868500709,0.951428495,1.003057785,0.275260985,0.034089086,0,0,0,0,0.87315069,116.3624218,0.228261319,-0.663221517,-7.513501138,0.909994349
65,0.4007983,2.24862703,1.476650838,0.626272589,0.705158817,0.458363521,0.992721997,0.27159769,0.171083551,4,1,0,3,1.460169752,105.3549926,9.90E-09,-1.578592602,-9.849456052,0.601274671
66,0.537268565,2.020239509,2.05496751,0.83514439,0.677427117,0.480127827,0.978570392,0.255337531,0.135174157,4,1,0,3,1.318143669,89.38376241,3.93E-09,-1.897722591,-10.45382724,0.573207738
67,0.824685379,2.797137459,1.343061059,0.143712948,0.772524705,0.369962363,1.052800793,0.302620783,0.142623781,7,3,1,3,2.687059586,142.4180852,2.95E-11,-3.754606777,-14.96419913,0.494912123
68,1.286230636,1.329996275,0.701289928,0.227973849,0.871534901,0.78540335,1.076126311,0.304902639,0.091445533,2,2,0,0,1.432651838,203.8313484,0.174294551,-0.63159298,-7.770362342,0.87062586
69,0.850190311,2.31924991,1.272945961,0.99650049,0.802993882,0.326207635,1.028859225,0.277382934,0.061898494,5,2,0,3,1.572871748,97.82226794,7.84E-09,-4.427541136,-15.85657298,0.474481031
70,1.742768222,0.405692954,1.883960391,0.390439074,0.0998741,0.851333424,0.954346709,0.263631552,0.304944591,3,1,1,1,0.908424481,84.82683154,0.390549608,-0.879581759,-8.055394689,0.678417401
71,0.432282519,1.183623145,1.862673856,0.850196557,0.268579571,0.219289547,0.922472679,0.150142125,0.121636506,7,1,3,3,0.991858165,26.25065564,0,-11.69883855,-39.00225244,0.706675666
72,1.117281469,1.363179934,1.869075014,0.943502077,0.144086263,0.463225828,0.942710666,0.158851575,0.092759751,7,1,3,3,1.039307625,26.97824089,2.69E-10,-2.487922313,-13.30292453,0.748318844
73,0.49393538,0.357196915,2.877610697,0.908143337,0.645611051,0.44987292,1.009448916,0.260284554,0.074861139,5,2,0,3,1.465389795,87.67790801,2.28E-07,-2.648084393,-12.0972822,0.519696617
74,2.421818823,2.263560863,0.984254978,0.664215217,0.729257149,0.61190995,1.024795665,0.294853397,0.127090601,1,0,0,1,1.293815836,141.2308922,0.077857227,-0.696907929,-7.855442371,0.827680677
75,0.987324454,1.639955654,0.302746242,0.383940663,0.218476497,0.497795982,0.89584767,0.239004043,0.286494297,4,0,3,1,0.774527526,62.45339489,0.336073759,-1.187114494,-8.556350696,0.490372729
76,1.743430278,1.700785734,1.031646085,0.025954043,0.126845565,0.933015073,0.98040433,0.307582804,0.43104193,7,2,3,2,0.960057563,69.65698482,0.484607689,-1.335332019,-9.004335372,0.491827616
77,0.577255462,2.471658866,1.824960242,0.655937407,0.920212421,0.596460219,1.051882978,0.29417291,0.05684282,5,2,0,3,1.77373747,99.07253581,0.001705824,-0.910769952,-8.652593833,0.74407241
78,0.806944003,2.164395502,0.963086233,0.351018052,0.437607747,0.167288378,0.784036091,0.160998107,0.465323924,4,0,1,3,0.795122755,38.20884549,1.33E-09,-3.239308654,-12.83920613,0.504480914
79,2.979238052,1.838595408,1.50003425,0.623395808,0.983545985,0.465052062,1.084121442,0.314305646,0.030443556,7,3,1,3,2.878385518,132.9259023,4.44E-17,-3.182459251,-14.12880869,0.576217774
80,0.603579354,2.191213839,2.905861538,0.997931343,0.438221769,0.695429492,0.899621509,0.215390763,0.04481406,3,0,3,0,0.658430166,61.43011143,0.274184401,-0.795714302,-7.800487332,0.791588239
81,2.490137042,1.413904223,1.322902999,0.376252508,0.424017981,0.510344004,0.91200653,0.251986348,0.450409725,2,1,0,1,0.966088591,92.09514292,0.261205719,-0.764370299,-7.855429885,0.755787872
82,1.339225047,0.982829164,2.381234325,0.596342354,0.795590553,0.009926273,1.061999226,0.30411287,0.083466503,6,2,1,3,2.225548131,115.7625203,1.73E-10,-36.93021012,-83.91206129,0.418283506
83,2.017738894,0.564432571,1.514339295,0.617219859,0.878685614,0.882795623,1.030465184,0.291722276,0.080211488,0,0,0,0,1.048906015,144.8227469,0.203565907,-0.655787072,-7.603938477,0.884936755
84,0.714704022,0.470589583,1.591389857,0.292123362,0.19878814,0.136716369,0.87582556,0.200635277,0.387460058,4,1,0,3,1.091853652,60.15675583,4.29E-08,-8.993932996,-25.17536035,0.444926243
85,2.844195621,1.952429147,2.481706759,0.153222558,0.810153772,0.534356116,1.071948261,0.31011137,0.075557821,7,3,1,3,2.817779488,138.5480312,1.57E-12,-2.175886611,-11.88951274,0.609438666
86,1.144809198,2.37697039,2.53197773,0.892530149,0.842779809,0.694449185,1.010592579,0.271465707,0.046796918,0,0,0,0,1.059434041,126.8736133,0.119387463,-0.707488156,-7.719085259,0.820469877
87,2.109866698,1.83146496,2.757396429,0.222198962,0.821038451,0.223719656,1.072158977,0.310184302,0.074748488,7,3,1,3,2.81855364,138.4495039,1.22E-14,-10.70768397,-29.6234985,0.453375067
88,0.155846663,1.767339549,2.02158259,0.211007657,0.690668451,0.410270872,0.991744086,0.266663265,0.151780491,4,1,0,3,1.435868005,100.0086125,5.00E-09,-3.179327373,-13.16672158,0.50272912
89,1.087359679,2.889431719,1.528374687,0.095586065,0.741469016,0.254177332,1.053902983,0.303012408,0.140666202,7,3,1,3,2.789745295,145.5632289,1.59E-11,-5.992683951,-19.66005824,0.46371572
90,2.8821423,0.246277245,1.323919193,0.030199163,0.90334657,0.328031828,1.088246166,0.315899018,0.014736146,7,3,1,3,2.908515518,130.6627675,1.78E-17,-5.229021705,-18.44316175,0.523321651
91,1.464240258,1.457689287,2.499418631,0.769000871,0.492052065,0.616964094,0.881764154,0.209869751,0.145224191,3,0,3,0,0.676393216,61.14008959,0.259606302,-0.809340032,-7.839772837,0.769190064
92,2.236114112,1.520652236,1.462920087,0.600532861,0.457195198,0.473855533,0.874240509,0.224289376,0.363271885,1,0,0,1,0.86240863,73.56259382,0.104295242,-0.786196947,-7.817269246,0.769278518
93,2.844140331,1.540419951,0.555281437,0.4207919,0.149729309,0.965037492,0.950374683,0.267132077,0.37678787,5,1,3,1,0.929481555,68.70840805,0.451098856,-1.292540044,-8.897297628,0.439786796
94,1.443400863,1.119451214,1.525922403,0.990389581,0.989241583,0.76695723,1.012275619,0.278096813,0.021774607,0,0,0,0,0.951715814,124.1898995,0.166291429,-0.682598106,-7.586632924,0.868259902
95,0.804737919,2.446586526,2.89736125,0.997049286,0.909382053,0.931586321,0.995429967,0.270756255,0.012467911,0,0,0,0,0.833679569,109.1809278,0.228571957,-0.671502849,-7.506245514,0.905843082
96,1.272822022,0.370940118,1.951873841,0.613210791,0.394938775,0.760745358,0.947675654,0.254299322,0.158421181,0,0,0,0,0.80991114,89.41458994,0.292437091,-0.721267064,-7.648586209,0.836015958
97,0.68229102,2.200430308,1.719255208,0.00573149,0.556323369,0.113629455,0.951272003,0.269536123,0.406642511,4,1,0,3,1.501360156,106.6858957,3.63E-10,-11.4044118,-30.34403085,0.435907034
98,2.317749414,1.676066377,2.838986394,0.934693202,0.770295212,0.778724054,0.968952586,0.258765847,0.050728227,0,0,0,0,0.801895058,99.49524384,0.217705502,-0.708798511,-7.569735368,0.850279765
99,0.489399921,1.435594979,1.070953585,0.160085287,0.273442577,0.950929203,0.938803572,0.251648662,0.161302788,5,1,3,1,0.785011108,63.71583583,0.416306314,-1.205540045,-8.646166958,0.480382328
100,1.261865313,1.498928317,0.119083531,0.935732839,0.758754937,0.086969815,1.009059487,0.263934615,0.074072134,2,1,0,1,1.237285476,130.4861826,0.073383602,-0.680377076,-7.816034099,0.863857261
101,0.766912861,1.247533205,0.621640031,0.601220979,0.211092883,0.411642218,0.847743647,0.204202773,0.214097106,4,0,3,1,0.67718494,51.60345136,0.189955437,-1.010578379,-8.181189062,0.634351412
102,1.641225179,0.859489314,2.412722494,0.763706842,0.035466947,0.373155725,0.859073457,0.125209036,0.281529413,7,1,3,3,0.981139925,26.90157017,0,-4.666498842,-19.57482366,0.71385088
103,2.747941978,2.86609294,2.607975347,0.644941119,0.436466029,0.362604026,0.806152152,0.106729661,0.427173234,7,1,3,3,0.965327112,27.19136172,1.76E-12,-2.808330725,-13.62600091,0.752154506
104,0.045972298,1.312988523,0.638941241,0.130103082,0.927378812,0.785084371,1.010489864,0.279311216,0.024721608,0,0,0,0,0.929627877,122.5657375,0.179952451,-0.67273847,-7.554480628,0.889094856
105,2.507112595,1.018456418,1.591126808,0.309926989,0.281425105,0.520415027,0.913545555,0.251324541,0.481007535,2,1,1,0,0.997923949,94.72538045,0.27733847,-0.767201044,-7.883659642,0.741596679
106,1.521513072,1.567540438,2.255334935,0.85674841,0.660739048,0.04573265,0.991927159,0.26679239,0.15032341,4,1,0,3,1.430055274,100.4971366,8.27E-09,-22.89419356,-54.18151041,0.421815649
107,0.092719731,2.867892742,1.428592007,0.012424433,0.514652061,0.406055229,0.91834711,0.147279506,0.083436086,7,1,3,3,0.927942148,24.49550473,1.04E-14,-3.369266968,-15.76879707,0.730849508
108,2.941219051,2.165925326,0.477344819,0.981556776,0.521909996,0.017561621,0.93852843,0.156736345,0.107099506,7,1,3,3,1.051519339,27.270009,0,-6.401588295,-22.23805886,0.663772286
109,0.348725415,0.357218024,0.7842957,0.043157597,0.005492642,0.8743593,0.936236044,0.252513215,0.142241715,5,1,3,1,0.768292597,63.67663906,0.410965225,-1.194111486,-8.61320085,0.491923985
110,0.955636622,1.666416627,0.871646981,0.926681279,0.212721972,0.997568614,0.933935174,0.235195934,0.012879209,4,0,3,1,0.713746056,62.24161108,0.361670658,-0.97075426,-8.15767485,0.640857277
111,1.549639423,0.033848218,2.813492768,0.117034126,0.757864344,0.435219239,1.088702322,0.316061662,0.011989931,7,3,1,3,2.916743668,129.9942213,8.88E-18,-5.101439489,-18.1724662,0.527415786
112,1.768030857,1.552710264,0.33351064,0.767389073,0.771072435,0.110047774,1.035829691,0.294798624,0.123329283,5,2,0,3,1.783917332,123.6162965,8.33E-09,-2.419806236,-11.75873995,0.525581989
113,0.21441806,0.720952263,1.554925522,0.710005748,0.479111437,0.127246816,0.922868544,0.149681555,0.106182,7,1,3,3,0.965681004,25.57099609,7.30E-13,-9.75748917,-27.75469873,0.493932217
114,0.322768276,1.226851868,1.946549864,0.905699431,0.40597885,0.059358443,0.953591799,0.163556828,0.060327655,7,1,3,3,1.021039225,26.43627178,0,-18.40515843,-50.30908404,0.593584193
115,1.646024837,2.811727172,1.569165193,0.705939028,0.648730996,0.146393904,0.998183279,0.290307347,0.200119154,4,1,0,3,1.432996529,108.0180757,7.38E-10,-10.01778965,-27.38053932,0.438799636
116,1.771804603,0.617851894,1.598549426,0.460516938,0.762997625,0.137325976,1.065211005,0.306697101,0.096247049,7,3,1,3,2.810377552,139.3254729,8.33E-13,-10.07181424,-28.26391332,0.451267335
117,2.246646594,2.548380844,2.663816483,0.365585943,0.695058328,0.3283064,1.044493927,0.304778736,0.197720993,6,3,0,3,2.785444473,174.7617444,1.37E-10,-6.018718307,-19.61771492,0.455907919
118,1.58178932,2.520733614,2.778372406,0.516422099,0.923489274,0.470979295,1.083746719,0.314158072,0.031874792,7,3,1,3,2.875928297,133.1235022,2.89E-17,-3.716596728,-15.22636591,0.556603942
119,1.847921044,1.16798363,0.978051428,0.742336857,0.160570436,0.238295838,0.856790762,0.124241051,0.289151266,7,1,3,3,0.984078529,26.99166775,1.61E-14,-3.556449332,-16.02079544,0.736424654
120,0.53863264,0.163528102,2.576987665,0.313087626,0.956388854,0.343028742,1.079320628,0.311670404,0.027837697,6,2,1,3,2.313502022,111.8571113,1.07E-13,-6.895347346,-21.53975994,0.480722559
121,0.059361724,2.781436853,2.798714241,0.676466855,0.585641813,0.420981616,0.952870136,0.161351131,0.041873004,7,1,3,3,0.980627105,25.40256671,0,-4.734996348,-18.07060318,0.683682789
122,1.859674838,1.187281965,2.738236515,0.680711635,0.852588421,0.202549498,1.056132576,0.301496833,0.089357775,5,2,0,3,2.058882489,112.693369,2.57E-09,-10.91152899,-29.56556422,0.437183489
123,2.349583478,0.747693485,0.26302044,0.903095153,0.266458259,0.833750418,0.931964919,0.234822141,0.022064363,4,0,3,1,0.713677017,62.47280851,0.358985301,-0.956901562,-8.132259884,0.653145427
124,1.13292562,1.737273174,0.776641307,0.813386347,0.423945009,0.456443895,0.86310386,0.195615628,0.118682745,4,0,3,1,0.672727763,51.64447633,0.161021878,-0.813794864,-7.860941173,0.815636222
125,2.226045926,0.565753272,0.669890277,0.336411953,0.24017965,0.76875705,0.962059734,0.26722034,0.358554468,3,1,1,1,0.978361467,95.49585275,0.385358066,-0.771223201,-7.88815385,0.772643247
126,0.864781273,0.668186999,2.316613547,0.915927789,0.802726795,0.975512622,0.988514388,0.267586745,0.017115375,0,0,0,0,0.815811426,105.0525908,0.238036465,-0.674077647,-7.507668483,0.906569922
127,0.504649232,2.18740699,0.891489417,0.664697953,0.050226266,0.052034437,0.868830743,0.130050047,0.22691991,7,1,3,3,0.932408492,25.62294009,0,-10.86473084,-37.38416247,0.69122087
128,1.479545289,1.598386536,0.562541048,0.528427424,0.560135806,0.169933253,0.930273991,0.255722768,0.360139957,3,0,0,3,1.242236909,88.79926255,3.15E-09,-2.585124808,-11.85978314,0.529624534
129,2.69759739,2.712185671,2.891536503,0.677125353,0.927081199,0.458186446,1.07499237,0.309868159,0.047053329,6,2,1,3,2.368436259,116.9612804,7.41E-14,-3.483394307,-14.43126039,0.541373238
130,2.875697816,1.08338475,0.066554235,0.092121024,0.973796188,0.266056197,1.11185192,0.303469803,0.018825264,5,3,1,1,2.971708253,332.2802106,0.09582073,-0.599471733,-8.362740482,0.834730724
131,0.989459666,1.538491154,0.982095812,0.468739487,0.514095013,0.700192795,0.927309588,0.252772911,0.222629374,2,0,1,1,0.805378992,76.53904329,0.323178811,-0.876961938,-7.982461579,0.701159254
132,1.121464019,2.517487929,2.033555581,0.197464262,0.292538236,0.298790524,0.683963234,0.124572191,0.612998694,5,0,3,2,0.593271258,23.12841759,0.011579444,-2.422415394,-10.93642055,0.439495863
133,2.952513989,0.343374631,2.816503819,0.379178939,0.309016985,0.900823146,1.012131066,0.267324679,0.31091387,1,1,0,0,1.117165554,150.7323305,0.359725057,-0.638272011,-7.659224537,0.889881859
134,2.847061153,0.629344802,2.06022081,0.990460438,0.525220158,0.473503249,0.932589282,0.201205661,0.121565599,4,1,0,3,1.083705701,53.97477419,1.55E-07,-1.536471593,-9.669446696,0.629041212
135,1.727775471,1.685701702,0.073438135,0.031608921,0.626753981,0.643765013,1.064321494,0.280946717,0.275248211,2,2,0,0,1.302764726,207.0744959,0.347782706,-0.610897026,-7.664248099,0.906766601
136,0.09705371,2.905455728,2.173152234,0.332050706,0.641092614,0.784872845,0.941918812,0.252510261,0.0734947,1,0,1,0,0.753696252,81.21104375,0.269314567,-0.738488854,-7.648383507,0.831053674
